data,fornitore,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2020-12-27,Pfizer/BioNTech,ABR,20-29,1,1,0,1,0,0,0,1,0,ITF,ITF1,13,Abruzzo
2020-12-27,Pfizer/BioNTech,ABR,30-39,4,1,3,4,0,0,0,4,0,ITF,ITF1,13,Abruzzo
2020-12-27,Pfizer/BioNTech,ABR,40-49,7,1,6,7,0,0,0,7,0,ITF,ITF1,13,Abruzzo
2020-12-27,Pfizer/BioNTech,ABR,50-59,9,4,5,9,0,0,0,9,0,ITF,ITF1,13,Abruzzo
2020-12-27,Pfizer/BioNTech,ABR,60-69,14,10,4,13,1,0,0,14,0,ITF,ITF1,13,Abruzzo
2020-12-27,Pfizer/BioNTech,ABR,70-79,1,1,0,0,0,1,0,1,0,ITF,ITF1,13,Abruzzo
2020-12-27,Pfizer/BioNTech,ABR,80-89,1,1,0,0,0,1,0,1,0,ITF,ITF1,13,Abruzzo
2020-12-27,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-27,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-28,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-29,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-30,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2020-12-31,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-01,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Pfizer/BioNTech,ABR,20-29,62,13,49,62,0,0,0,62,0,ITF,ITF1,13,Abruzzo
2021-01-02,Pfizer/BioNTech,ABR,30-39,125,51,74,124,1,0,0,125,0,ITF,ITF1,13,Abruzzo
2021-01-02,Pfizer/BioNTech,ABR,40-49,136,49,87,132,4,0,0,136,0,ITF,ITF1,13,Abruzzo
2021-01-02,Pfizer/BioNTech,ABR,50-59,132,48,84,130,2,0,0,132,0,ITF,ITF1,13,Abruzzo
2021-01-02,Pfizer/BioNTech,ABR,60-69,92,56,36,91,1,0,0,92,0,ITF,ITF1,13,Abruzzo
2021-01-02,Pfizer/BioNTech,ABR,80-89,1,1,0,1,0,0,0,1,0,ITF,ITF1,13,Abruzzo
2021-01-02,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-02,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Pfizer/BioNTech,ABR,20-29,77,18,59,77,0,0,0,77,0,ITF,ITF1,13,Abruzzo
2021-01-03,Pfizer/BioNTech,ABR,30-39,94,46,48,91,3,0,0,94,0,ITF,ITF1,13,Abruzzo
2021-01-03,Pfizer/BioNTech,ABR,40-49,135,55,80,134,1,0,0,135,0,ITF,ITF1,13,Abruzzo
2021-01-03,Pfizer/BioNTech,ABR,50-59,107,40,67,105,2,0,0,107,0,ITF,ITF1,13,Abruzzo
2021-01-03,Pfizer/BioNTech,ABR,60-69,57,26,31,56,1,0,0,57,0,ITF,ITF1,13,Abruzzo
2021-01-03,Pfizer/BioNTech,ABR,80-89,1,0,1,1,0,0,0,1,0,ITF,ITF1,13,Abruzzo
2021-01-03,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Pfizer/BioNTech,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-03,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Pfizer/BioNTech,ABR,20-29,94,22,72,94,0,0,0,94,0,ITF,ITF1,13,Abruzzo
2021-01-04,Pfizer/BioNTech,ABR,30-39,243,96,147,242,1,0,0,243,0,ITF,ITF1,13,Abruzzo
2021-01-04,Pfizer/BioNTech,ABR,40-49,328,128,200,327,1,0,0,328,0,ITF,ITF1,13,Abruzzo
2021-01-04,Pfizer/BioNTech,ABR,50-59,403,139,264,401,2,0,0,403,0,ITF,ITF1,13,Abruzzo
2021-01-04,Pfizer/BioNTech,ABR,60-69,330,187,143,329,1,0,0,330,0,ITF,ITF1,13,Abruzzo
2021-01-04,Pfizer/BioNTech,ABR,70-79,2,2,0,2,0,0,0,2,0,ITF,ITF1,13,Abruzzo
2021-01-04,Pfizer/BioNTech,ABR,80-89,1,1,0,1,0,0,0,1,0,ITF,ITF1,13,Abruzzo
2021-01-04,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-04,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Pfizer/BioNTech,ABR,20-29,109,23,86,109,0,0,0,109,0,ITF,ITF1,13,Abruzzo
2021-01-05,Pfizer/BioNTech,ABR,30-39,316,108,208,314,2,0,0,316,0,ITF,ITF1,13,Abruzzo
2021-01-05,Pfizer/BioNTech,ABR,40-49,386,137,249,383,3,0,0,386,0,ITF,ITF1,13,Abruzzo
2021-01-05,Pfizer/BioNTech,ABR,50-59,440,140,300,437,3,0,0,440,0,ITF,ITF1,13,Abruzzo
2021-01-05,Pfizer/BioNTech,ABR,60-69,343,179,164,341,2,0,0,343,0,ITF,ITF1,13,Abruzzo
2021-01-05,Pfizer/BioNTech,ABR,70-79,19,16,3,19,0,0,0,19,0,ITF,ITF1,13,Abruzzo
2021-01-05,Pfizer/BioNTech,ABR,80-89,1,1,0,1,0,0,0,1,0,ITF,ITF1,13,Abruzzo
2021-01-05,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-05,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Pfizer/BioNTech,ABR,20-29,129,42,87,117,12,0,0,129,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,30-39,363,130,233,331,32,0,0,363,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,40-49,397,126,271,369,28,0,0,397,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,50-59,485,145,340,424,57,4,0,485,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,60-69,313,152,161,277,21,15,0,313,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,70-79,64,43,21,26,1,37,0,64,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,80-89,47,17,30,2,0,45,0,47,0,ITF,ITF1,13,Abruzzo
2021-01-06,Pfizer/BioNTech,ABR,90+,32,9,23,0,0,32,0,32,0,ITF,ITF1,13,Abruzzo
2021-01-06,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-06,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Pfizer/BioNTech,ABR,20-29,146,40,106,146,0,0,0,146,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,30-39,279,97,182,276,3,0,0,279,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,40-49,383,117,266,374,9,0,0,383,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,50-59,489,143,346,474,15,0,0,489,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,60-69,288,138,150,278,10,0,0,288,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,70-79,18,17,1,18,0,0,0,18,0,ITF,ITF1,13,Abruzzo
2021-01-07,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-07,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Pfizer/BioNTech,ABR,20-29,106,38,68,106,0,0,0,106,0,ITF,ITF1,13,Abruzzo
2021-01-08,Pfizer/BioNTech,ABR,30-39,277,94,183,271,6,0,0,277,0,ITF,ITF1,13,Abruzzo
2021-01-08,Pfizer/BioNTech,ABR,40-49,346,109,237,338,8,0,0,346,0,ITF,ITF1,13,Abruzzo
2021-01-08,Pfizer/BioNTech,ABR,50-59,453,132,321,440,13,0,0,453,0,ITF,ITF1,13,Abruzzo
2021-01-08,Pfizer/BioNTech,ABR,60-69,326,124,202,316,10,0,0,326,0,ITF,ITF1,13,Abruzzo
2021-01-08,Pfizer/BioNTech,ABR,70-79,15,8,7,14,1,0,0,15,0,ITF,ITF1,13,Abruzzo
2021-01-08,Pfizer/BioNTech,ABR,80-89,2,2,0,2,0,0,0,2,0,ITF,ITF1,13,Abruzzo
2021-01-08,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-08,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Pfizer/BioNTech,ABR,20-29,97,27,70,93,4,0,0,97,0,ITF,ITF1,13,Abruzzo
2021-01-09,Pfizer/BioNTech,ABR,30-39,235,86,149,231,4,0,0,235,0,ITF,ITF1,13,Abruzzo
2021-01-09,Pfizer/BioNTech,ABR,40-49,298,72,226,281,17,0,0,298,0,ITF,ITF1,13,Abruzzo
2021-01-09,Pfizer/BioNTech,ABR,50-59,365,110,255,348,17,0,0,365,0,ITF,ITF1,13,Abruzzo
2021-01-09,Pfizer/BioNTech,ABR,60-69,458,241,217,447,11,0,0,458,0,ITF,ITF1,13,Abruzzo
2021-01-09,Pfizer/BioNTech,ABR,70-79,30,29,1,30,0,0,0,30,0,ITF,ITF1,13,Abruzzo
2021-01-09,Moderna,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Moderna,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Pfizer/BioNTech,ABR,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Pfizer/BioNTech,ABR,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-09,Pfizer/BioNTech,ABR,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-10,Pfizer/BioNTech,ABR,16-19,2,0,2,1,1,0,0,2,0,ITF,ITF1,13,Abruzzo
2021-01-10,Pfizer/BioNTech,ABR,20-29,90,31,59,88,2,0,0,90,0,ITF,ITF1,13,Abruzzo
2021-01-10,Pfizer/BioNTech,ABR,30-39,198,71,127,195,3,0,0,198,0,ITF,ITF1,13,Abruzzo
2021-01-10,Pfizer/BioNTech,ABR,40-49,238,64,174,225,13,0,0,238,0,ITF,ITF1,13,Abruzzo
