data,fornitore,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-01-15,Pfizer/BioNTech,PAT,30-39,88,24,64,82,6,0,0,88,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Pfizer/BioNTech,PAT,40-49,121,27,94,113,8,0,0,121,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Pfizer/BioNTech,PAT,50-59,177,28,149,162,14,1,0,177,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Pfizer/BioNTech,PAT,60-69,47,18,29,43,2,2,0,47,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Pfizer/BioNTech,PAT,70-79,15,7,8,2,1,12,0,15,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Pfizer/BioNTech,PAT,80-89,35,3,32,0,0,35,0,35,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Pfizer/BioNTech,PAT,90+,42,7,35,0,0,42,0,42,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-15,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-15,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Pfizer/BioNTech,PAT,20-29,9,3,6,9,0,0,0,9,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,30-39,34,10,24,33,1,0,0,34,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,40-49,44,10,34,42,1,1,0,44,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,50-59,67,16,51,66,1,0,0,67,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,60-69,44,22,22,43,0,1,0,44,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,70-79,96,74,22,94,1,1,0,96,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,80-89,15,10,5,10,1,4,0,15,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Pfizer/BioNTech,PAT,90+,9,2,7,2,0,7,0,9,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-16,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-16,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Pfizer/BioNTech,PAT,20-29,2,2,0,0,2,0,0,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Pfizer/BioNTech,PAT,30-39,5,4,1,0,5,0,0,5,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Pfizer/BioNTech,PAT,40-49,2,1,1,1,1,0,0,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Pfizer/BioNTech,PAT,50-59,95,67,28,0,95,0,0,95,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Pfizer/BioNTech,PAT,60-69,115,92,23,1,114,0,0,115,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Pfizer/BioNTech,PAT,70-79,30,27,3,0,30,0,0,30,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Pfizer/BioNTech,PAT,80-89,2,2,0,0,2,0,0,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-17,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-17,Pfizer/BioNTech,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Pfizer/BioNTech,PAT,20-29,66,18,48,65,1,0,0,63,3,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,30-39,98,27,71,94,4,0,0,92,6,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,40-49,145,18,127,136,9,0,0,135,10,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,50-59,177,38,139,154,21,2,0,156,21,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,60-69,75,29,46,67,6,2,0,62,13,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,70-79,11,8,3,3,0,8,0,11,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,80-89,30,7,23,0,1,29,0,30,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Pfizer/BioNTech,PAT,90+,32,6,26,0,0,32,0,32,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-18,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-18,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Pfizer/BioNTech,PAT,20-29,44,6,38,34,10,0,0,44,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,30-39,86,18,68,76,10,0,0,86,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,40-49,78,11,67,68,10,0,0,78,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,50-59,114,19,95,104,9,1,0,114,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,60-69,48,18,30,42,3,3,0,48,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,70-79,5,1,4,0,0,5,0,5,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,80-89,11,2,9,0,0,11,0,11,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Pfizer/BioNTech,PAT,90+,16,2,14,0,0,16,0,16,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-19,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-19,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Pfizer/BioNTech,PAT,20-29,24,5,19,24,0,0,0,24,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,30-39,49,11,38,45,4,0,0,47,2,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,40-49,66,14,52,61,4,1,0,62,4,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,50-59,72,16,56,68,4,0,0,70,2,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,60-69,29,16,13,26,3,0,0,26,3,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,70-79,3,1,2,0,0,3,0,3,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,80-89,20,5,15,0,0,20,0,19,1,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Pfizer/BioNTech,PAT,90+,24,3,21,0,0,24,0,24,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-20,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-20,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Pfizer/BioNTech,PAT,20-29,38,8,30,35,3,0,0,22,16,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,30-39,83,22,61,76,7,0,0,55,28,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,40-49,76,18,58,62,14,0,0,44,32,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,50-59,102,27,75,85,17,0,0,73,29,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,60-69,33,13,20,28,3,2,0,19,14,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,70-79,3,2,1,3,0,0,0,0,3,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,80-89,10,2,8,0,0,10,0,10,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Pfizer/BioNTech,PAT,90+,4,1,3,0,0,4,0,4,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-21,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-21,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Pfizer/BioNTech,PAT,20-29,102,26,76,99,3,0,0,37,65,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,30-39,154,48,106,143,9,2,0,56,98,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,40-49,233,39,194,208,23,2,0,63,170,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,50-59,359,82,277,283,63,13,0,99,260,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,60-69,174,70,104,115,20,39,0,41,133,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,70-79,117,63,54,14,6,97,0,6,111,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,80-89,242,60,182,1,1,240,0,6,236,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Pfizer/BioNTech,PAT,90+,227,30,197,0,1,226,0,5,222,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-22,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-22,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Pfizer/BioNTech,PAT,20-29,19,9,10,16,3,0,0,3,16,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,30-39,35,16,19,28,6,1,0,6,29,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,40-49,44,15,29,29,15,0,0,17,27,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,50-59,136,77,59,26,109,1,0,111,25,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,60-69,198,147,51,101,92,5,0,189,9,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,70-79,67,48,19,18,36,13,0,54,13,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,80-89,35,14,21,0,2,33,0,2,33,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Pfizer/BioNTech,PAT,90+,37,5,32,1,1,35,0,2,35,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-23,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Pfizer/BioNTech,PAT,20-29,33,9,24,26,7,0,0,6,27,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Pfizer/BioNTech,PAT,30-39,61,29,32,53,8,0,0,8,53,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Pfizer/BioNTech,PAT,40-49,67,22,45,54,13,0,0,10,57,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Pfizer/BioNTech,PAT,50-59,161,72,89,78,83,0,0,78,83,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Pfizer/BioNTech,PAT,60-69,179,107,72,91,88,0,0,85,94,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Pfizer/BioNTech,PAT,70-79,41,32,9,8,33,0,0,32,9,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Pfizer/BioNTech,PAT,80-89,3,3,0,0,3,0,0,3,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-24,Pfizer/BioNTech,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Pfizer/BioNTech,PAT,20-29,60,17,43,58,2,0,0,2,58,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,30-39,85,34,51,82,3,0,0,3,82,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,40-49,140,33,107,131,7,2,0,5,135,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,50-59,162,33,129,143,14,5,0,9,153,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,60-69,81,25,56,63,2,16,0,1,80,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,70-79,49,23,26,4,0,45,0,0,49,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,80-89,81,24,57,0,0,81,0,1,80,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Pfizer/BioNTech,PAT,90+,114,16,98,0,2,112,0,2,112,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-25,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-25,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Pfizer/BioNTech,PAT,20-29,33,6,27,33,0,0,0,4,29,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,30-39,56,21,35,54,2,0,0,1,55,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,40-49,127,28,99,122,5,0,0,8,119,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,50-59,146,35,111,139,6,1,0,5,141,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,60-69,55,26,29,47,3,5,0,4,51,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,70-79,22,12,10,3,0,19,0,3,19,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,80-89,30,10,20,0,0,30,0,1,29,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Pfizer/BioNTech,PAT,90+,29,0,29,0,0,29,0,0,29,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-26,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-26,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Pfizer/BioNTech,PAT,20-29,55,11,44,52,1,2,0,12,43,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,30-39,74,28,46,71,3,0,0,15,59,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,40-49,96,36,60,86,9,1,0,10,86,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,50-59,136,31,105,111,17,8,0,12,124,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,60-69,61,28,33,38,4,19,0,4,57,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,70-79,50,34,16,2,0,48,0,5,45,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,80-89,118,41,77,0,0,118,0,8,110,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Pfizer/BioNTech,PAT,90+,107,22,85,0,0,107,0,6,101,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-27,Moderna,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,20-29,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,30-39,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,40-49,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,50-59,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,60-69,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,70-79,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,80-89,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Moderna,PAT,90+,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-27,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
2021-01-28,Pfizer/BioNTech,PAT,20-29,43,6,37,36,6,1,0,4,39,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-28,Pfizer/BioNTech,PAT,30-39,72,19,53,66,6,0,0,8,64,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-28,Pfizer/BioNTech,PAT,40-49,110,31,79,86,24,0,0,8,102,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-28,Pfizer/BioNTech,PAT,50-59,145,36,109,102,39,4,0,16,129,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-28,Pfizer/BioNTech,PAT,60-69,56,20,36,35,16,5,0,6,50,ITH,ITH2,4,Provincia Autonoma Trento
