data,area,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose,vaccinati_totale,sesso_maschile_totale,sesso_femminile_totale,operatori_sanitari_totale,personale_non_sanitario_totale,ospiti_rsa_totale,over80_totale,prima_dose_totale,seconda_dose_totale
2020-12-27,ABR,37,19,18,34,1,2,0,37,0,37,19,18,34,1,2,0,37,0
2021-01-02,ABR,548,218,330,540,8,0,0,548,0,585,237,348,574,9,2,0,585,0
2021-01-03,ABR,471,185,286,464,7,0,0,471,0,1056,422,634,1038,16,2,0,1056,0
2021-01-04,ABR,1401,575,826,1396,5,0,0,1401,0,2457,997,1460,2434,21,2,0,2457,0
2021-01-05,ABR,1614,604,1010,1604,10,0,0,1614,0,4071,1601,2470,4038,31,2,0,4071,0
2021-01-06,ABR,1830,664,1166,1546,151,133,0,1830,0,5901,2265,3636,5584,182,135,0,5901,0
2021-01-07,ABR,1603,552,1051,1566,37,0,0,1603,0,7504,2817,4687,7150,219,135,0,7504,0
2021-01-08,ABR,1525,507,1018,1487,38,0,0,1525,0,9029,3324,5705,8637,257,135,0,9029,0
2021-01-09,ABR,1483,565,918,1430,53,0,0,1483,0,10512,3889,6623,10067,310,135,0,10512,0
2021-01-10,ABR,1139,409,730,1091,48,0,0,1139,0,11651,4298,7353,11158,358,135,0,11651,0
2021-01-11,ABR,1551,557,994,1337,166,48,0,1551,0,13202,4855,8347,12495,524,183,0,13202,0
2021-01-12,ABR,1804,666,1138,1470,334,0,0,1804,0,15006,5521,9485,13965,858,183,0,15006,0
2021-01-13,ABR,1253,440,813,1103,150,0,0,1253,0,16259,5961,10298,15068,1008,183,0,16259,0
2021-01-14,ABR,530,189,341,364,166,0,0,530,0,16789,6150,10639,15432,1174,183,0,16789,0
2021-01-15,ABR,379,149,230,223,121,35,0,379,0,17168,6299,10869,15655,1295,218,0,17168,0
2021-01-16,ABR,587,239,348,449,123,15,0,587,0,17755,6538,11217,16104,1418,233,0,17755,0
2021-01-17,ABR,187,59,128,136,51,0,0,180,7,17942,6597,11345,16240,1469,233,0,17935,7
2021-01-18,ABR,122,48,74,106,14,2,0,46,76,18064,6645,11419,16346,1483,235,0,17981,83
2021-01-19,ABR,111,55,56,27,34,50,0,91,20,18175,6700,11475,16373,1517,285,0,18072,103
2021-01-20,ABR,447,156,291,147,96,204,0,445,2,18622,6856,11766,16520,1613,489,0,18517,105
2021-01-21,ABR,157,47,110,10,6,141,0,157,0,18779,6903,11876,16530,1619,630,0,18674,105
2021-01-22,ABR,118,57,61,2,4,112,0,118,0,18897,6960,11937,16532,1623,742,0,18792,105
2021-01-23,ABR,263,114,149,223,14,26,0,57,206,19160,7074,12086,16755,1637,768,0,18849,311
2021-01-24,ABR,44,19,25,43,1,0,0,5,39,19204,7093,12111,16798,1638,768,0,18854,350
2020-12-27,BAS,106,41,65,104,2,0,0,106,0,106,41,65,104,2,0,0,106,0
2021-01-02,BAS,937,377,560,838,99,0,0,937,0,1043,418,625,942,101,0,0,1043,0
2021-01-03,BAS,898,342,556,785,113,0,0,898,0,1941,760,1181,1727,214,0,0,1941,0
2021-01-04,BAS,605,270,335,515,90,0,0,605,0,2546,1030,1516,2242,304,0,0,2546,0
2021-01-05,BAS,931,400,531,687,244,0,0,931,0,3477,1430,2047,2929,548,0,0,3477,0
2021-01-06,BAS,288,125,163,135,117,36,0,288,0,3765,1555,2210,3064,665,36,0,3765,0
2021-01-07,BAS,639,318,321,279,331,29,0,639,0,4404,1873,2531,3343,996,65,0,4404,0
2021-01-08,BAS,556,220,336,256,240,60,0,556,0,4960,2093,2867,3599,1236,125,0,4960,0
2021-01-09,BAS,556,161,395,279,210,67,0,556,0,5516,2254,3262,3878,1446,192,0,5516,0
2021-01-10,BAS,77,24,53,9,68,0,0,77,0,5593,2278,3315,3887,1514,192,0,5593,0
2021-01-11,BAS,183,65,118,78,64,41,0,183,0,5776,2343,3433,3965,1578,233,0,5776,0
2021-01-12,BAS,214,87,127,38,78,98,0,214,0,5990,2430,3560,4003,1656,331,0,5990,0
2021-01-13,BAS,913,384,529,573,192,148,0,913,0,6903,2814,4089,4576,1848,479,0,6903,0
2021-01-14,BAS,967,412,555,400,246,321,0,967,0,7870,3226,4644,4976,2094,800,0,7870,0
2021-01-15,BAS,811,349,462,449,190,172,0,811,0,8681,3575,5106,5425,2284,972,0,8681,0
2021-01-16,BAS,722,303,419,265,296,161,0,722,0,9403,3878,5525,5690,2580,1133,0,9403,0
2021-01-17,BAS,323,131,192,93,177,53,0,321,2,9726,4009,5717,5783,2757,1186,0,9724,2
2021-01-18,BAS,458,156,302,360,56,42,0,359,99,10184,4165,6019,6143,2813,1228,0,10083,101
2021-01-19,BAS,200,84,116,81,74,45,0,200,0,10384,4249,6135,6224,2887,1273,0,10283,101
2021-01-20,BAS,84,22,62,0,84,0,0,84,0,10468,4271,6197,6224,2971,1273,0,10367,101
2021-01-21,BAS,30,10,20,0,30,0,0,30,0,10498,4281,6217,6224,3001,1273,0,10397,101
2021-01-22,BAS,66,24,42,6,60,0,0,66,0,10564,4305,6259,6230,3061,1273,0,10463,101
2021-01-23,BAS,704,297,407,479,224,1,0,33,671,11268,4602,6666,6709,3285,1274,0,10496,772
2021-01-24,BAS,502,196,306,285,216,1,0,6,496,11770,4798,6972,6994,3501,1275,0,10502,1268
2020-12-27,CAL,274,147,127,272,2,0,0,274,0,274,147,127,272,2,0,0,274,0
2020-12-28,CAL,5,2,3,5,0,0,0,5,0,279,149,130,277,2,0,0,279,0
2021-01-02,CAL,169,97,72,169,0,0,0,169,0,448,246,202,446,2,0,0,448,0
2021-01-03,CAL,5,3,2,4,1,0,0,5,0,453,249,204,450,3,0,0,453,0
2021-01-04,CAL,1088,536,552,1038,50,0,0,1088,0,1541,785,756,1488,53,0,0,1541,0
2021-01-05,CAL,1575,745,830,1429,146,0,0,1575,0,3116,1530,1586,2917,199,0,0,3116,0
2021-01-06,CAL,1074,547,527,1014,60,0,0,1074,0,4190,2077,2113,3931,259,0,0,4190,0
2021-01-07,CAL,2880,1426,1454,2579,301,0,0,2880,0,7070,3503,3567,6510,560,0,0,7070,0
2021-01-08,CAL,1290,632,658,1171,119,0,0,1290,0,8360,4135,4225,7681,679,0,0,8360,0
2021-01-09,CAL,1781,896,885,1540,241,0,0,1781,0,10141,5031,5110,9221,920,0,0,10141,0
2021-01-10,CAL,1096,566,530,826,270,0,0,1096,0,11237,5597,5640,10047,1190,0,0,11237,0
2021-01-11,CAL,1544,791,753,1230,270,44,0,1544,0,12781,6388,6393,11277,1460,44,0,12781,0
2021-01-12,CAL,1292,624,668,1089,184,19,0,1292,0,14073,7012,7061,12366,1644,63,0,14073,0
2021-01-13,CAL,1444,706,738,1231,213,0,0,1444,0,15517,7718,7799,13597,1857,63,0,15517,0
2021-01-14,CAL,1956,967,989,1579,357,20,0,1956,0,17473,8685,8788,15176,2214,83,0,17473,0
2021-01-15,CAL,1555,720,835,1235,289,31,0,1555,0,19028,9405,9623,16411,2503,114,0,19028,0
2021-01-16,CAL,1127,548,579,978,131,18,0,1127,0,20155,9953,10202,17389,2634,132,0,20155,0
2021-01-17,CAL,398,198,200,235,121,42,0,362,36,20553,10151,10402,17624,2755,174,0,20517,36
2020-12-27,CAM,720,422,298,703,17,0,0,720,0,720,422,298,703,17,0,0,720,0
2020-12-31,CAM,1489,810,679,1272,216,1,0,1489,0,2209,1232,977,1975,233,1,0,2209,0
2021-01-01,CAM,919,506,413,831,88,0,0,919,0,3128,1738,1390,2806,321,1,0,3128,0
2021-01-02,CAM,3673,1962,1711,3167,506,0,0,3673,0,6801,3700,3101,5973,827,1,0,6801,0
2021-01-03,CAM,3831,2005,1826,3187,644,0,0,3831,0,10632,5705,4927,9160,1471,1,0,10632,0
2021-01-04,CAM,5823,2961,2862,4848,975,0,0,5823,0,16455,8666,7789,14008,2446,1,0,16455,0
2021-01-05,CAM,7173,3603,3570,5768,1319,86,0,7173,0,23628,12269,11359,19776,3765,87,0,23628,0
2021-01-06,CAM,7684,3765,3919,5808,1572,304,0,7684,0,31312,16034,15278,25584,5337,391,0,31312,0
2021-01-07,CAM,8885,4154,4731,6299,2258,328,0,8885,0,40197,20188,20009,31883,7595,719,0,40197,0
2021-01-08,CAM,10455,4967,5488,6716,3527,212,0,10455,0,50652,25155,25497,38599,11122,931,0,50652,0
2021-01-09,CAM,10566,5026,5540,6761,3536,269,0,10566,0,61218,30181,31037,45360,14658,1200,0,61218,0
2021-01-10,CAM,8188,3752,4436,5188,2889,111,0,8188,0,69406,33933,35473,50548,17547,1311,0,69406,0
2021-01-11,CAM,3964,1808,2156,2374,1436,154,0,3964,0,73370,35741,37629,52922,18983,1465,0,73370,0
2021-01-12,CAM,5315,2619,2696,3452,1436,427,0,5315,0,78685,38360,40325,56374,20419,1892,0,78685,0
2021-01-13,CAM,7953,3638,4315,4334,3063,556,0,7953,0,86638,41998,44640,60708,23482,2448,0,86638,0
2021-01-14,CAM,7100,2990,4110,3693,3039,368,0,7100,0,93738,44988,48750,64401,26521,2816,0,93738,0
2021-01-15,CAM,4982,2385,2597,2747,2038,197,0,4982,0,98720,47373,51347,67148,28559,3013,0,98720,0
2021-01-16,CAM,3377,1674,1703,1360,1646,371,0,3377,0,102097,49047,53050,68508,30205,3384,0,102097,0
2021-01-17,CAM,1154,551,603,718,285,151,0,701,453,103251,49598,53653,69226,30490,3535,0,102798,453
2021-01-18,CAM,944,400,544,577,193,174,0,700,244,104195,49998,54197,69803,30683,3709,0,103498,697
2021-01-19,CAM,1095,474,621,534,389,172,0,1092,3,105290,50472,54818,70337,31072,3881,0,104590,700
2021-01-20,CAM,1257,650,607,395,761,101,0,1257,0,106547,51122,55425,70732,31833,3982,0,105847,700
2021-01-21,CAM,2096,1116,980,1377,638,81,0,682,1414,108643,52238,56405,72109,32471,4063,0,106529,2114
2021-01-22,CAM,1399,700,699,969,344,86,0,551,848,110042,52938,57104,73078,32815,4149,0,107080,2962
2021-01-23,CAM,3835,2027,1808,3161,606,68,0,272,3563,113877,54965,58912,76239,33421,4217,0,107352,6525
2021-01-24,CAM,4093,2108,1985,3127,808,158,0,372,3721,117970,57073,60897,79366,34229,4375,0,107724,10246
2020-12-27,EMR,964,372,592,656,282,26,0,964,0,964,372,592,656,282,26,0,964,0
2020-12-31,EMR,2103,744,1359,1483,321,299,0,2103,0,3067,1116,1951,2139,603,325,0,3067,0
2021-01-02,EMR,2271,890,1381,1952,169,150,0,2271,0,5338,2006,3332,4091,772,475,0,5338,0
2021-01-03,EMR,2728,935,1793,2366,192,170,0,2728,0,8066,2941,5125,6457,964,645,0,8066,0
2021-01-04,EMR,7197,2496,4701,5363,1310,524,0,7197,0,15263,5437,9826,11820,2274,1169,0,15263,0
2021-01-05,EMR,9039,3080,5959,6337,2067,635,0,9039,0,24302,8517,15785,18157,4341,1804,0,24302,0
2021-01-06,EMR,8143,2907,5236,5675,1891,577,0,8143,0,32445,11424,21021,23832,6232,2381,0,32445,0
2021-01-07,EMR,9798,3278,6520,6630,2371,797,0,9798,0,42243,14702,27541,30462,8603,3178,0,42243,0
2021-01-08,EMR,10319,3428,6891,6899,2601,819,0,10319,0,52562,18130,34432,37361,11204,3997,0,52562,0
2021-01-09,EMR,9257,3236,6021,6100,2581,576,0,9257,0,61819,21366,40453,43461,13785,4573,0,61819,0
2021-01-10,EMR,6839,2565,4274,4245,2268,326,0,6839,0,68658,23931,44727,47706,16053,4899,0,68658,0
2021-01-11,EMR,8953,3178,5775,4944,3060,949,0,8953,0,77611,27109,50502,52650,19113,5848,0,77611,0
2021-01-12,EMR,9218,3045,6173,5001,2734,1483,0,9218,0,86829,30154,56675,57651,21847,7331,0,86829,0
2021-01-13,EMR,8912,2883,6029,4505,2953,1454,0,8912,0,95741,33037,62704,62156,24800,8785,0,95741,0
2021-01-14,EMR,7906,2516,5390,3954,2555,1397,0,7906,0,103647,35553,68094,66110,27355,10182,0,103647,0
2021-01-15,EMR,6967,2179,4788,3761,2334,872,0,6967,0,110614,37732,72882,69871,29689,11054,0,110614,0
2021-01-16,EMR,5123,1597,3526,2811,1660,652,0,5116,7,115737,39329,76408,72682,31349,11706,0,115730,7
2021-01-17,EMR,2548,820,1728,1408,1011,129,0,2300,248,118285,40149,78136,74090,32360,11835,0,118030,255
2021-01-18,EMR,2497,752,1745,1279,720,498,0,1847,650,120782,40901,79881,75369,33080,12333,0,119877,905
2021-01-19,EMR,1317,307,1010,542,152,623,0,1299,18,122099,41208,80891,75911,33232,12956,0,121176,923
2021-01-20,EMR,678,131,547,208,96,374,0,677,1,122777,41339,81438,76119,33328,13330,0,121853,924
2021-01-21,EMR,1485,547,938,951,153,381,0,367,1118,124262,41886,82376,77070,33481,13711,0,122220,2042
2021-01-22,EMR,1329,356,973,799,148,382,0,590,739,125591,42242,83349,77869,33629,14093,0,122810,2781
2021-01-23,EMR,1960,740,1220,1773,89,98,0,221,1739,127551,42982,84569,79642,33718,14191,0,123031,4520
2021-01-24,EMR,1895,710,1185,1782,112,1,0,102,1793,129446,43692,85754,81424,33830,14192,0,123133,6313
2020-12-27,FVG,262,149,113,259,3,0,0,262,0,262,149,113,259,3,0,0,262,0
2020-12-30,FVG,630,246,384,601,29,0,0,630,0,892,395,497,860,32,0,0,892,0
2020-12-31,FVG,1053,384,669,1011,42,0,0,1053,0,1945,779,1166,1871,74,0,0,1945,0
2021-01-02,FVG,1217,471,746,1150,67,0,0,1217,0,3162,1250,1912,3021,141,0,0,3162,0
2021-01-03,FVG,312,122,190,285,26,1,0,312,0,3474,1372,2102,3306,167,1,0,3474,0
2021-01-04,FVG,1509,558,951,1391,118,0,0,1509,0,4983,1930,3053,4697,285,1,0,4983,0
2021-01-05,FVG,1678,549,1129,1348,133,197,0,1678,0,6661,2479,4182,6045,418,198,0,6661,0
2021-01-06,FVG,709,264,445,514,195,0,0,709,0,7370,2743,4627,6559,613,198,0,7370,0
2021-01-07,FVG,2089,718,1371,1758,221,110,0,2089,0,9459,3461,5998,8317,834,308,0,9459,0
2021-01-08,FVG,2319,746,1573,1668,255,396,0,2319,0,11778,4207,7571,9985,1089,704,0,11778,0
2021-01-09,FVG,2512,840,1672,1518,404,590,0,2512,0,14290,5047,9243,11503,1493,1294,0,14290,0
2021-01-10,FVG,2937,918,2019,1745,949,243,0,2937,0,17227,5965,11262,13248,2442,1537,0,17227,0
2021-01-11,FVG,1872,605,1267,1491,334,47,0,1872,0,19099,6570,12529,14739,2776,1584,0,19099,0
2021-01-12,FVG,2248,711,1537,1521,369,358,0,2248,0,21347,7281,14066,16260,3145,1942,0,21347,0
2021-01-13,FVG,2635,832,1803,1810,598,227,0,2635,0,23982,8113,15869,18070,3743,2169,0,23982,0
2021-01-14,FVG,2573,782,1791,1605,539,429,0,2573,0,26555,8895,17660,19675,4282,2598,0,26555,0
2021-01-15,FVG,2023,605,1418,1285,365,373,0,2023,0,28578,9500,19078,20960,4647,2971,0,28578,0
2021-01-16,FVG,1228,358,870,769,211,248,0,1228,0,29806,9858,19948,21729,4858,3219,0,29806,0
2021-01-17,FVG,1718,522,1196,673,559,486,0,1717,1,31524,10380,21144,22402,5417,3705,0,31523,1
2021-01-18,FVG,1951,605,1346,1354,491,106,0,1857,94,33475,10985,22490,23756,5908,3811,0,33380,95
2021-01-19,FVG,2,1,1,2,0,0,0,2,0,33477,10986,22491,23758,5908,3811,0,33382,95
2021-01-20,FVG,749,323,426,718,31,0,0,11,738,34226,11309,22917,24476,5939,3811,0,33393,833
2021-01-21,FVG,891,345,546,860,31,0,0,0,891,35117,11654,23463,25336,5970,3811,0,33393,1724
2021-01-22,FVG,92,31,61,91,1,0,0,2,90,35209,11685,23524,25427,5971,3811,0,33395,1814
2021-01-23,FVG,392,145,247,366,26,0,0,0,392,35601,11830,23771,25793,5997,3811,0,33395,2206
2021-01-24,FVG,212,78,134,193,18,1,0,0,212,35813,11908,23905,25986,6015,3812,0,33395,2418
2020-12-27,LAZ,139,66,73,139,0,0,0,139,0,139,66,73,139,0,0,0,139,0
2020-12-28,LAZ,516,228,288,515,1,0,0,516,0,655,294,361,654,1,0,0,655,0
2020-12-29,LAZ,418,150,268,418,0,0,0,418,0,1073,444,629,1072,1,0,0,1073,0
2020-12-30,LAZ,1600,621,979,1574,0,26,0,1600,0,2673,1065,1608,2646,1,26,0,2673,0
2020-12-31,LAZ,5217,2094,3123,4926,12,279,0,5217,0,7890,3159,4731,7572,13,305,0,7890,0
2021-01-01,LAZ,3553,1381,2172,3483,2,68,0,3553,0,11443,4540,6903,11055,15,373,0,11443,0
2021-01-02,LAZ,6701,2628,4073,6239,104,358,0,6701,0,18144,7168,10976,17294,119,731,0,18144,0
2021-01-03,LAZ,5250,1972,3278,5082,103,65,0,5250,0,23394,9140,14254,22376,222,796,0,23394,0
2021-01-04,LAZ,7465,2903,4562,7063,86,316,0,7465,0,30859,12043,18816,29439,308,1112,0,30859,0
2021-01-05,LAZ,7351,2794,4557,6671,103,577,0,7351,0,38210,14837,23373,36110,411,1689,0,38210,0
2021-01-06,LAZ,5091,1949,3142,4609,162,320,0,5091,0,43301,16786,26515,40719,573,2009,0,43301,0
2021-01-07,LAZ,7708,2886,4822,6742,400,566,0,7708,0,51009,19672,31337,47461,973,2575,0,51009,0
2021-01-08,LAZ,7696,2882,4814,6327,572,797,0,7696,0,58705,22554,36151,53788,1545,3372,0,58705,0
2021-01-09,LAZ,6281,2554,3727,4917,746,618,0,6281,0,64986,25108,39878,58705,2291,3990,0,64986,0
2021-01-10,LAZ,4031,1696,2335,3127,653,251,0,4031,0,69017,26804,42213,61832,2944,4241,0,69017,0
2021-01-11,LAZ,5519,2100,3419,4446,505,568,0,5519,0,74536,28904,45632,66278,3449,4809,0,74536,0
2021-01-12,LAZ,5353,1958,3395,4102,669,582,0,5353,0,79889,30862,49027,70380,4118,5391,0,79889,0
2021-01-13,LAZ,5481,2023,3458,3820,678,980,3,5481,0,85370,32885,52485,74200,4796,6371,3,85370,0
2021-01-14,LAZ,5184,1955,3229,3568,746,786,84,5184,0,90554,34840,55714,77768,5542,7157,87,90554,0
2021-01-15,LAZ,6163,2444,3719,4124,896,988,155,6163,0,96717,37284,59433,81892,6438,8145,242,96717,0
2021-01-16,LAZ,5275,2044,3231,3148,622,1037,468,5275,0,101992,39328,62664,85040,7060,9182,710,101992,0
2021-01-17,LAZ,4412,1773,2639,2813,613,176,810,4306,106,106404,41101,65303,87853,7673,9358,1520,106298,106
2021-01-18,LAZ,5279,2032,3247,3230,884,712,453,4790,489,111683,43133,68550,91083,8557,10070,1973,111088,595
2021-01-19,LAZ,4287,1647,2640,2806,692,381,408,3834,453,115970,44780,71190,93889,9249,10451,2381,114922,1048
2021-01-20,LAZ,4285,1634,2651,3167,446,387,285,2773,1512,120255,46414,73841,97056,9695,10838,2666,117695,2560
2021-01-21,LAZ,5220,2098,3122,4700,163,232,125,196,5024,125475,48512,76963,101756,9858,11070,2791,117891,7584
2021-01-22,LAZ,3661,1442,2219,3318,151,70,122,147,3514,129136,49954,79182,105074,10009,11140,2913,118038,11098
2021-01-23,LAZ,6881,2682,4199,5818,521,417,125,255,6626,136017,52636,83381,110892,10530,11557,3038,118293,17724
2021-01-24,LAZ,5267,2041,3226,4567,449,134,117,368,4899,141284,54677,86607,115459,10979,11691,3155,118661,22623
2020-12-27,LIG,131,54,77,85,2,44,0,131,0,131,54,77,85,2,44,0,131,0
2020-12-28,LIG,75,26,49,72,3,0,0,75,0,206,80,126,157,5,44,0,206,0
2020-12-29,LIG,118,32,86,87,10,21,0,118,0,324,112,212,244,15,65,0,324,0
2020-12-30,LIG,9,3,6,9,0,0,0,9,0,333,115,218,253,15,65,0,333,0
2020-12-31,LIG,891,322,569,568,219,100,4,891,0,1224,437,787,821,234,165,4,1224,0
2021-01-01,LIG,144,55,89,133,11,0,0,144,0,1368,492,876,954,245,165,4,1368,0
2021-01-02,LIG,687,245,442,375,312,0,0,687,0,2055,737,1318,1329,557,165,4,2055,0
2021-01-03,LIG,685,218,467,336,349,0,0,685,0,2740,955,1785,1665,906,165,4,2740,0
2021-01-04,LIG,2300,776,1524,1523,734,43,0,2300,0,5040,1731,3309,3188,1640,208,4,5040,0
2021-01-05,LIG,2741,852,1889,1548,992,198,3,2741,0,7781,2583,5198,4736,2632,406,7,7781,0
2021-01-06,LIG,1627,599,1028,827,748,52,0,1627,0,9408,3182,6226,5563,3380,458,7,9408,0
2021-01-07,LIG,2925,1011,1914,1555,1184,186,0,2925,0,12333,4193,8140,7118,4564,644,7,12333,0
2021-01-08,LIG,2668,921,1747,1394,1081,193,0,2668,0,15001,5114,9887,8512,5645,837,7,15001,0
2021-01-09,LIG,1301,461,840,578,590,133,0,1301,0,16302,5575,10727,9090,6235,970,7,16302,0
2021-01-10,LIG,571,238,333,125,358,88,0,571,0,16873,5813,11060,9215,6593,1058,7,16873,0
2021-01-11,LIG,2411,895,1516,1303,961,147,0,2411,0,19284,6708,12576,10518,7554,1205,7,19284,0
2021-01-12,LIG,2103,788,1315,1144,759,200,0,2103,0,21387,7496,13891,11662,8313,1405,7,21387,0
2021-01-13,LIG,2616,960,1656,943,1350,323,0,2616,0,24003,8456,15547,12605,9663,1728,7,24003,0
2021-01-14,LIG,2605,924,1681,904,1406,295,0,2605,0,26608,9380,17228,13509,11069,2023,7,26608,0
2021-01-15,LIG,2021,697,1324,544,1220,257,0,2021,0,28629,10077,18552,14053,12289,2280,7,28629,0
2021-01-16,LIG,1249,541,708,188,808,253,0,1249,0,29878,10618,19260,14241,13097,2533,7,29878,0
2021-01-17,LIG,558,258,300,20,449,89,0,558,0,30436,10876,19560,14261,13546,2622,7,30436,0
2021-01-18,LIG,1624,622,1002,553,877,194,0,1475,149,32060,11498,20562,14814,14423,2816,7,31911,149
2021-01-19,LIG,1174,397,777,454,468,252,0,1089,85,33234,11895,21339,15268,14891,3068,7,33000,234
2021-01-20,LIG,1134,445,689,394,471,269,0,1123,11,34368,12340,22028,15662,15362,3337,7,34123,245
2021-01-21,LIG,814,304,510,408,221,184,1,445,369,35182,12644,22538,16070,15583,3521,8,34568,614
2021-01-22,LIG,1466,491,975,721,345,400,0,993,473,36648,13135,23513,16791,15928,3921,8,35561,1087
2021-01-23,LIG,699,266,433,578,121,0,0,44,655,37347,13401,23946,17369,16049,3921,8,35605,1742
2021-01-24,LIG,396,129,267,376,20,0,0,1,395,37743,13530,24213,17745,16069,3921,8,35606,2137
2020-12-27,LOM,697,403,294,513,171,12,1,697,0,697,403,294,513,171,12,1,697,0
2020-12-28,LOM,103,44,59,99,4,0,0,103,0,800,447,353,612,175,12,1,800,0
2020-12-29,LOM,100,43,57,99,1,0,0,100,0,900,490,410,711,176,12,1,900,0
2020-12-30,LOM,113,42,71,104,9,0,0,113,0,1013,532,481,815,185,12,1,1013,0
2020-12-31,LOM,712,299,413,648,64,0,0,712,0,1725,831,894,1463,249,12,1,1725,0
2021-01-01,LOM,23,7,16,20,3,0,0,23,0,1748,838,910,1483,252,12,1,1748,0
2021-01-02,LOM,199,72,127,173,26,0,0,199,0,1947,910,1037,1656,278,12,1,1947,0
2021-01-03,LOM,849,314,535,626,218,4,1,849,0,2796,1224,1572,2282,496,16,2,2796,0
2021-01-04,LOM,5936,2038,3898,4324,1431,166,15,5936,0,8732,3262,5470,6606,1927,182,17,8732,0
2021-01-05,LOM,7625,2495,5130,5373,2079,165,8,7625,0,16357,5757,10600,11979,4006,347,25,16357,0
2021-01-06,LOM,6893,2420,4473,4367,2514,9,3,6893,0,23250,8177,15073,16346,6520,356,28,23250,0
