data,area,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose,vaccinati_totale,sesso_maschile_totale,sesso_femminile_totale,operatori_sanitari_totale,personale_non_sanitario_totale,ospiti_rsa_totale,over80_totale,prima_dose_totale,seconda_dose_totale
2021-01-21,TOS,1569,686,883,573,220,776,0,850,719,75838,26044,49794,58983,4427,12428,0,74260,1578
2021-01-22,TOS,2816,1043,1773,2021,81,714,0,503,2313,78654,27087,51567,61004,4508,13142,0,74763,3891
2021-01-23,TOS,3958,1356,2602,2949,172,837,0,639,3319,82612,28443,54169,63953,4680,13979,0,75402,7210
2021-01-24,TOS,3026,975,2051,2371,37,618,0,160,2866,85638,29418,56220,66324,4717,14597,0,75562,10076
2020-12-27,UMB,85,45,40,67,2,16,0,85,0,85,45,40,67,2,16,0,85,0
2020-12-31,UMB,321,127,194,309,12,0,0,321,0,406,172,234,376,14,16,0,406,0
2021-01-01,UMB,269,102,167,268,1,0,0,269,0,675,274,401,644,15,16,0,675,0
2021-01-02,UMB,301,110,191,301,0,0,0,301,0,976,384,592,945,15,16,0,976,0
2021-01-03,UMB,267,111,156,266,1,0,0,267,0,1243,495,748,1211,16,16,0,1243,0
2021-01-04,UMB,806,396,410,805,1,0,0,806,0,2049,891,1158,2016,17,16,0,2049,0
2021-01-05,UMB,846,427,419,841,5,0,0,846,0,2895,1318,1577,2857,22,16,0,2895,0
2021-01-06,UMB,842,323,519,839,3,0,0,842,0,3737,1641,2096,3696,25,16,0,3737,0
2021-01-07,UMB,1267,378,889,879,4,384,0,1267,0,5004,2019,2985,4575,29,400,0,5004,0
2021-01-08,UMB,1185,339,846,926,9,250,0,1185,0,6189,2358,3831,5501,38,650,0,6189,0
2021-01-09,UMB,1688,487,1201,884,12,792,0,1688,0,7877,2845,5032,6385,50,1442,0,7877,0
2021-01-10,UMB,1038,267,771,737,9,292,0,1038,0,8915,3112,5803,7122,59,1734,0,8915,0
2021-01-11,UMB,1255,327,928,875,20,360,0,1255,0,10170,3439,6731,7997,79,2094,0,10170,0
2021-01-12,UMB,781,245,536,665,14,102,0,781,0,10951,3684,7267,8662,93,2196,0,10951,0
2021-01-13,UMB,450,139,311,379,29,42,0,450,0,11401,3823,7578,9041,122,2238,0,11401,0
2021-01-14,UMB,734,198,536,696,34,4,0,734,0,12135,4021,8114,9737,156,2242,0,12135,0
2021-01-15,UMB,670,207,463,580,44,46,0,670,0,12805,4228,8577,10317,200,2288,0,12805,0
2021-01-16,UMB,208,69,139,144,27,37,0,208,0,13013,4297,8716,10461,227,2325,0,13013,0
2021-01-17,UMB,54,17,37,47,7,0,0,54,0,13067,4314,8753,10508,234,2325,0,13067,0
2021-01-18,UMB,580,215,365,311,150,119,0,496,84,13647,4529,9118,10819,384,2444,0,13563,84
2021-01-19,UMB,103,23,80,21,2,80,0,103,0,13750,4552,9198,10840,386,2524,0,13666,84
2021-01-20,UMB,610,221,389,580,16,14,0,610,0,14360,4773,9587,11420,402,2538,0,14276,84
2021-01-21,UMB,606,200,406,425,13,168,0,338,268,14966,4973,9993,11845,415,2706,0,14614,352
2021-01-22,UMB,276,105,171,273,1,2,0,32,244,15242,5078,10164,12118,416,2708,0,14646,596
2021-01-23,UMB,277,100,177,276,1,0,0,2,275,15519,5178,10341,12394,417,2708,0,14648,871
2021-01-24,UMB,216,95,121,216,0,0,0,0,216,15735,5273,10462,12610,417,2708,0,14648,1087
2020-12-27,VDA,20,9,11,20,0,0,0,20,0,20,9,11,20,0,0,0,20,0
2020-12-31,VDA,18,4,14,16,2,0,0,18,0,38,13,25,36,2,0,0,38,0
2021-01-02,VDA,6,5,1,0,0,6,0,6,0,44,18,26,36,2,6,0,44,0
2021-01-04,VDA,142,59,83,126,16,0,0,142,0,186,77,109,162,18,6,0,186,0
2021-01-05,VDA,150,54,96,127,12,11,0,150,0,336,131,205,289,30,17,0,336,0
2021-01-06,VDA,65,33,32,28,19,18,0,65,0,401,164,237,317,49,35,0,401,0
2021-01-07,VDA,275,111,164,194,76,5,0,275,0,676,275,401,511,125,40,0,676,0
2021-01-08,VDA,298,130,168,171,111,16,0,298,0,974,405,569,682,236,56,0,974,0
2021-01-09,VDA,443,199,244,153,268,22,0,443,0,1417,604,813,835,504,78,0,1417,0
2021-01-10,VDA,220,71,149,168,33,19,0,220,0,1637,675,962,1003,537,97,0,1637,0
2021-01-11,VDA,325,112,213,206,89,30,0,325,0,1962,787,1175,1209,626,127,0,1962,0
2021-01-12,VDA,300,71,229,240,49,11,0,300,0,2262,858,1404,1449,675,138,0,2262,0
2021-01-13,VDA,282,94,188,134,148,0,0,282,0,2544,952,1592,1583,823,138,0,2544,0
2021-01-14,VDA,237,69,168,151,84,0,2,237,0,2781,1021,1760,1734,907,138,2,2781,0
2021-01-15,VDA,218,82,136,115,69,28,6,218,0,2999,1103,1896,1849,976,166,8,2999,0
2021-01-16,VDA,236,80,156,127,36,22,51,236,0,3235,1183,2052,1976,1012,188,59,3235,0
2021-01-17,VDA,131,56,75,49,3,20,59,131,0,3366,1239,2127,2025,1015,208,118,3366,0
2021-01-18,VDA,213,74,139,29,111,27,46,213,0,3579,1313,2266,2054,1126,235,164,3579,0
2021-01-19,VDA,256,77,179,160,24,15,57,256,0,3835,1390,2445,2214,1150,250,221,3835,0
2021-01-20,VDA,23,8,15,0,0,6,17,23,0,3858,1398,2460,2214,1150,256,238,3858,0
2021-01-21,VDA,33,12,21,0,0,33,0,33,0,3891,1410,2481,2214,1150,289,238,3891,0
2021-01-22,VDA,56,21,35,36,0,20,0,20,36,3947,1431,2516,2250,1150,309,238,3911,36
2020-12-27,VEN,880,395,485,875,5,0,0,880,0,880,395,485,875,5,0,0,880,0
2020-12-30,VEN,699,245,454,598,62,39,0,699,0,1579,640,939,1473,67,39,0,1579,0
2020-12-31,VEN,3216,1042,2174,2683,283,250,0,3216,0,4795,1682,3113,4156,350,289,0,4795,0
2021-01-01,VEN,1521,470,1051,1481,40,0,0,1521,0,6316,2152,4164,5637,390,289,0,6316,0
2021-01-02,VEN,5730,1761,3969,4764,424,540,2,5730,0,12046,3913,8133,10401,814,829,2,12046,0
2021-01-03,VEN,5152,1562,3590,4442,462,248,0,5152,0,17198,5475,11723,14843,1276,1077,2,17198,0
2021-01-04,VEN,6595,2001,4594,5125,615,854,1,6595,0,23793,7476,16317,19968,1891,1931,3,23793,0
2021-01-05,VEN,7303,2174,5129,5378,809,1116,0,7303,0,31096,9650,21446,25346,2700,3047,3,31096,0
2021-01-06,VEN,8062,2360,5702,6182,1086,793,1,8062,0,39158,12010,27148,31528,3786,3840,4,39158,0
2021-01-07,VEN,8316,2306,6010,5391,1130,1795,0,8316,0,47474,14316,33158,36919,4916,5635,4,47474,0
2021-01-08,VEN,9327,2804,6523,5843,1687,1794,3,9327,0,56801,17120,39681,42762,6603,7429,7,56801,0
2021-01-09,VEN,7858,2511,5347,4897,1429,1530,2,7858,0,64659,19631,45028,47659,8032,8959,9,64659,0
2021-01-10,VEN,5000,1658,3342,3176,1445,377,2,5000,0,69659,21289,48370,50835,9477,9336,11,69659,0
2021-01-11,VEN,6890,2004,4886,3290,1563,1790,247,6890,0,76549,23293,53256,54125,11040,11126,258,76549,0
2021-01-12,VEN,5189,1509,3680,2200,1096,1727,166,5189,0,81738,24802,56936,56325,12136,12853,424,81738,0
2021-01-13,VEN,5808,1571,4237,2711,1358,1736,3,5808,0,87546,26373,61173,59036,13494,14589,427,87546,0
2021-01-14,VEN,6967,1881,5086,2903,1647,2400,17,6967,0,94513,28254,66259,61939,15141,16989,444,94513,0
2021-01-15,VEN,5701,1751,3950,2581,1683,1428,9,5701,0,100214,30005,70209,64520,16824,18417,453,100214,0
2021-01-16,VEN,4478,1502,2976,2555,1282,641,0,4478,0,104692,31507,73185,67075,18106,19058,453,104692,0
2021-01-17,VEN,1917,777,1140,1140,654,120,3,1567,350,106609,32284,74325,68215,18760,19178,456,106259,350
2021-01-18,VEN,2533,717,1816,969,637,919,8,2329,204,109142,33001,76141,69184,19397,20097,464,108588,554
2021-01-19,VEN,1233,462,771,673,263,291,6,1084,149,110375,33463,76912,69857,19660,20388,470,109672,703
2021-01-20,VEN,1038,367,671,685,140,213,0,386,652,111413,33830,77583,70542,19800,20601,470,110058,1355
2021-01-21,VEN,2253,718,1535,1967,168,118,0,22,2231,113666,34548,79118,72509,19968,20719,470,110080,3586
2021-01-22,VEN,1080,332,748,939,84,57,0,27,1053,114746,34880,79866,73448,20052,20776,470,110107,4639
2021-01-23,VEN,3878,1202,2676,3350,194,333,1,26,3852,118624,36082,82542,76798,20246,21109,471,110133,8491
2021-01-24,VEN,3676,1122,2554,3468,155,53,0,25,3651,122300,37204,85096,80266,20401,21162,471,110158,12142
