area,data,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,dosi_pfizer,dosi_moderna,totale_pfizer,totale_moderna,totale_dosi
MOL,2021-01-16,NA,NA,NA,NA,0,0,8825,0,8825
MOL,2021-01-17,NA,NA,NA,NA,0,0,8825,0,8825
MOL,2021-01-18,ITF,ITF2,14,Molise,2340,0,11165,0,11165
MOL,2021-01-19,NA,NA,NA,NA,0,0,11165,0,11165
MOL,2021-01-20,ITF,ITF2,14,Molise,1170,0,12335,0,12335
MOL,2021-01-21,NA,NA,NA,NA,0,0,12335,0,12335
MOL,2021-01-22,NA,NA,NA,NA,0,0,12335,0,12335
MOL,2021-01-23,NA,NA,NA,NA,0,0,12335,0,12335
MOL,2021-01-24,NA,NA,NA,NA,0,0,12335,0,12335
MOL,2021-01-25,NA,NA,NA,NA,0,0,12335,0,12335
MOL,2021-01-26,NA,NA,NA,NA,0,0,12335,0,12335
MOL,2021-01-27,ITF,ITF2,14,Molise,1170,0,13505,0,13505
MOL,2021-01-28,NA,NA,NA,NA,0,0,13505,0,13505
MOL,2021-01-29,NA,NA,NA,NA,0,0,13505,0,13505
MOL,2021-01-30,NA,NA,NA,NA,0,0,13505,0,13505
MOL,2021-01-31,NA,NA,NA,NA,0,0,13505,0,13505
MOL,2021-02-01,NA,NA,NA,NA,0,0,13505,0,13505
PAB,2020-12-27,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen,145,0,145,0,145
PAB,2020-12-28,NA,NA,NA,NA,0,0,145,0,145
PAB,2020-12-29,NA,NA,NA,NA,0,0,145,0,145
PAB,2020-12-30,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen,5850,0,5995,0,5995
PAB,2020-12-31,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-01,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-02,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-03,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-04,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-05,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-06,NA,NA,NA,NA,0,0,5995,0,5995
PAB,2021-01-07,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen,6825,0,12820,0,12820
PAB,2021-01-08,NA,NA,NA,NA,0,0,12820,0,12820
PAB,2021-01-09,NA,NA,NA,NA,0,0,12820,0,12820
PAB,2021-01-10,NA,NA,NA,NA,0,0,12820,0,12820
PAB,2021-01-11,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen,6825,0,19645,0,19645
PAB,2021-01-12,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-13,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-14,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-15,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-16,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-17,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-18,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-19,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-20,NA,NA,NA,NA,0,0,19645,0,19645
PAB,2021-01-21,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen,3510,0,23155,0,23155
PAB,2021-01-22,NA,NA,NA,NA,0,0,23155,0,23155
PAB,2021-01-23,NA,NA,NA,NA,0,0,23155,0,23155
PAB,2021-01-24,NA,NA,NA,NA,0,0,23155,0,23155
PAB,2021-01-25,NA,NA,NA,NA,0,0,23155,0,23155
PAB,2021-01-26,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen,9360,0,32515,0,32515
PAB,2021-01-27,NA,NA,NA,NA,0,0,32515,0,32515
PAB,2021-01-28,NA,NA,NA,NA,0,0,32515,0,32515
PAB,2021-01-29,NA,NA,NA,NA,0,0,32515,0,32515
PAB,2021-01-30,NA,NA,NA,NA,0,0,32515,0,32515
PAB,2021-01-31,NA,NA,NA,NA,0,0,32515,0,32515
PAB,2021-02-01,NA,NA,NA,NA,0,0,32515,0,32515
PAT,2020-12-27,ITH,ITH2,4,Provincia Autonoma Trento,100,0,100,0,100
PAT,2020-12-28,NA,NA,NA,NA,0,0,100,0,100
PAT,2020-12-29,NA,NA,NA,NA,0,0,100,0,100
PAT,2020-12-30,ITH,ITH2,4,Provincia Autonoma Trento,4875,0,4975,0,4975
PAT,2020-12-31,NA,NA,NA,NA,0,0,4975,0,4975
PAT,2021-01-01,NA,NA,NA,NA,0,0,4975,0,4975
PAT,2021-01-02,NA,NA,NA,NA,0,0,4975,0,4975
PAT,2021-01-03,NA,NA,NA,NA,0,0,4975,0,4975
PAT,2021-01-04,NA,NA,NA,NA,0,0,4975,0,4975
PAT,2021-01-05,ITH,ITH2,4,Provincia Autonoma Trento,1950,0,6925,0,6925
PAT,2021-01-06,NA,NA,NA,NA,0,0,6925,0,6925
PAT,2021-01-07,ITH,ITH2,4,Provincia Autonoma Trento,2925,0,9850,0,9850
PAT,2021-01-08,NA,NA,NA,NA,0,0,9850,0,9850
PAT,2021-01-09,NA,NA,NA,NA,0,0,9850,0,9850
PAT,2021-01-10,NA,NA,NA,NA,0,0,9850,0,9850
PAT,2021-01-11,NA,NA,NA,NA,0,0,9850,0,9850
PAT,2021-01-12,ITH,ITH2,4,Provincia Autonoma Trento,5850,0,15700,0,15700
PAT,2021-01-13,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-14,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-15,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-16,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-17,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-18,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-19,NA,NA,NA,NA,0,0,15700,0,15700
PAT,2021-01-20,ITH,ITH2,4,Provincia Autonoma Trento,2340,0,18040,0,18040
PAT,2021-01-21,NA,NA,NA,NA,0,0,18040,0,18040
PAT,2021-01-22,NA,NA,NA,NA,0,0,18040,0,18040
PAT,2021-01-23,NA,NA,NA,NA,0,0,18040,0,18040
PAT,2021-01-24,NA,NA,NA,NA,0,0,18040,0,18040
PAT,2021-01-25,NA,NA,NA,NA,0,0,18040,0,18040
PAT,2021-01-26,NA,NA,NA,NA,0,0,18040,0,18040
PAT,2021-01-27,ITH,ITH2,4,Provincia Autonoma Trento,7020,0,25060,0,25060
PAT,2021-01-28,NA,NA,NA,NA,0,0,25060,0,25060
PAT,2021-01-29,NA,NA,NA,NA,0,0,25060,0,25060
PAT,2021-01-30,NA,NA,NA,NA,0,0,25060,0,25060
PAT,2021-01-31,NA,NA,NA,NA,0,0,25060,0,25060
PAT,2021-02-01,NA,NA,NA,NA,0,0,25060,0,25060
PIE,2020-12-27,ITC,ITC1,1,Piemonte,910,0,910,0,910
PIE,2020-12-28,NA,NA,NA,NA,0,0,910,0,910
PIE,2020-12-29,NA,NA,NA,NA,0,0,910,0,910
PIE,2020-12-30,ITC,ITC1,1,Piemonte,39975,0,40885,0,40885
PIE,2020-12-31,NA,NA,NA,NA,0,0,40885,0,40885
PIE,2021-01-01,NA,NA,NA,NA,0,0,40885,0,40885
PIE,2021-01-02,NA,NA,NA,NA,0,0,40885,0,40885
PIE,2021-01-03,NA,NA,NA,NA,0,0,40885,0,40885
PIE,2021-01-04,NA,NA,NA,NA,0,0,40885,0,40885
PIE,2021-01-05,ITC,ITC1,1,Piemonte,20475,0,61360,0,61360
PIE,2021-01-06,NA,NA,NA,NA,0,0,61360,0,61360
PIE,2021-01-07,ITC,ITC1,1,Piemonte,21450,0,82810,0,82810
PIE,2021-01-08,NA,NA,NA,NA,0,0,82810,0,82810
PIE,2021-01-09,NA,NA,NA,NA,0,0,82810,0,82810
PIE,2021-01-10,NA,NA,NA,NA,0,0,82810,0,82810
PIE,2021-01-11,NA,NA,NA,NA,0,0,82810,0,82810
PIE,2021-01-12,ITC,ITC1,1,Piemonte,40950,0,123760,0,123760
PIE,2021-01-13,NA,NA,NA,NA,0,0,123760,0,123760
PIE,2021-01-14,NA,NA,NA,NA,0,0,123760,0,123760
PIE,2021-01-15,NA,NA,NA,NA,0,0,123760,0,123760
PIE,2021-01-16,NA,NA,NA,NA,0,0,123760,0,123760
PIE,2021-01-17,NA,NA,NA,NA,0,0,123760,0,123760
PIE,2021-01-18,ITC,ITC1,1,Piemonte,10530,0,134290,0,134290
PIE,2021-01-19,ITC,ITC1,1,Piemonte,1170,0,135460,0,135460
PIE,2021-01-20,ITC,ITC1,1,Piemonte,15210,0,150670,0,150670
PIE,2021-01-21,ITC,ITC1,1,Piemonte,17550,0,168220,0,168220
PIE,2021-01-22,NA,NA,NA,NA,0,0,168220,0,168220
PIE,2021-01-23,NA,NA,NA,NA,0,0,168220,0,168220
PIE,2021-01-24,NA,NA,NA,NA,0,0,168220,0,168220
PIE,2021-01-25,NA,NA,NA,NA,0,0,168220,0,168220
PIE,2021-01-26,ITC,ITC1,1,Piemonte,18720,0,186940,0,186940
PIE,2021-01-27,ITC,ITC1,1,Piemonte,14040,0,200980,0,200980
PIE,2021-01-28,NA,NA,NA,NA,0,0,200980,0,200980
PIE,2021-01-29,NA,NA,NA,NA,0,0,200980,0,200980
PIE,2021-01-30,NA,NA,NA,NA,0,0,200980,0,200980
PIE,2021-01-31,NA,NA,NA,NA,0,0,200980,0,200980
PIE,2021-02-01,NA,NA,NA,NA,0,0,200980,0,200980
PUG,2020-12-27,ITF,ITF4,16,Puglia,505,0,505,0,505
PUG,2020-12-28,NA,NA,NA,NA,0,0,505,0,505
PUG,2020-12-29,NA,NA,NA,NA,0,0,505,0,505
PUG,2020-12-30,NA,NA,NA,NA,0,0,505,0,505
PUG,2020-12-31,ITF,ITF4,16,Puglia,21450,0,21955,0,21955
PUG,2021-01-01,ITF,ITF4,16,Puglia,3900,0,25855,0,25855
PUG,2021-01-02,NA,NA,NA,NA,0,0,25855,0,25855
PUG,2021-01-03,NA,NA,NA,NA,0,0,25855,0,25855
PUG,2021-01-04,NA,NA,NA,NA,0,0,25855,0,25855
PUG,2021-01-05,ITF,ITF4,16,Puglia,5850,0,31705,0,31705
PUG,2021-01-06,NA,NA,NA,NA,0,0,31705,0,31705
PUG,2021-01-07,ITF,ITF4,16,Puglia,16575,0,48280,0,48280
PUG,2021-01-08,NA,NA,NA,NA,0,0,48280,0,48280
PUG,2021-01-09,NA,NA,NA,NA,0,0,48280,0,48280
PUG,2021-01-10,NA,NA,NA,NA,0,0,48280,0,48280
PUG,2021-01-11,ITF,ITF4,16,Puglia,26325,0,74605,0,74605
PUG,2021-01-12,NA,NA,NA,NA,0,0,74605,0,74605
PUG,2021-01-13,NA,NA,NA,NA,0,0,74605,0,74605
PUG,2021-01-14,NA,NA,NA,NA,0,0,74605,0,74605
PUG,2021-01-15,NA,NA,NA,NA,0,0,74605,0,74605
PUG,2021-01-16,NA,NA,NA,NA,0,0,74605,0,74605
PUG,2021-01-17,NA,NA,NA,NA,0,0,74605,0,74605
PUG,2021-01-18,ITF,ITF4,16,Puglia,16380,0,90985,0,90985
PUG,2021-01-19,ITF,ITF4,16,Puglia,2340,0,93325,0,93325
PUG,2021-01-20,NA,NA,NA,NA,0,0,93325,0,93325
PUG,2021-01-21,NA,NA,NA,NA,0,0,93325,0,93325
PUG,2021-01-22,NA,NA,NA,NA,0,0,93325,0,93325
PUG,2021-01-23,NA,NA,NA,NA,0,0,93325,0,93325
PUG,2021-01-24,NA,NA,NA,NA,0,0,93325,0,93325
PUG,2021-01-25,ITF,ITF4,16,Puglia,11700,0,105025,0,105025
PUG,2021-01-26,ITF,ITF4,16,Puglia,7020,0,112045,0,112045
PUG,2021-01-27,ITF,ITF4,16,Puglia,8190,0,120235,0,120235
PUG,2021-01-28,NA,NA,NA,NA,0,0,120235,0,120235
PUG,2021-01-29,NA,NA,NA,NA,0,0,120235,0,120235
PUG,2021-01-30,NA,NA,NA,NA,0,0,120235,0,120235
PUG,2021-01-31,NA,NA,NA,NA,0,0,120235,0,120235
PUG,2021-02-01,NA,NA,NA,NA,0,0,120235,0,120235
SAR,2020-12-27,ITG,ITG2,20,Sardegna,180,0,180,0,180
SAR,2020-12-28,NA,NA,NA,NA,0,0,180,0,180
SAR,2020-12-29,NA,NA,NA,NA,0,0,180,0,180
SAR,2020-12-30,NA,NA,NA,NA,0,0,180,0,180
SAR,2020-12-31,ITG,ITG2,20,Sardegna,12675,0,12855,0,12855
SAR,2021-01-01,NA,NA,NA,NA,0,0,12855,0,12855
SAR,2021-01-02,NA,NA,NA,NA,0,0,12855,0,12855
SAR,2021-01-03,NA,NA,NA,NA,0,0,12855,0,12855
SAR,2021-01-04,NA,NA,NA,NA,0,0,12855,0,12855
SAR,2021-01-05,ITG,ITG2,20,Sardegna,6825,0,19680,0,19680
SAR,2021-01-06,NA,NA,NA,NA,0,0,19680,0,19680
SAR,2021-01-07,NA,NA,NA,NA,0,0,19680,0,19680
SAR,2021-01-08,NA,NA,NA,NA,0,0,19680,0,19680
SAR,2021-01-09,NA,NA,NA,NA,0,0,19680,0,19680
SAR,2021-01-10,NA,NA,NA,NA,0,0,19680,0,19680
SAR,2021-01-11,NA,NA,NA,NA,0,0,19680,0,19680
SAR,2021-01-12,ITG,ITG2,20,Sardegna,13650,0,33330,0,33330
SAR,2021-01-13,NA,NA,NA,NA,0,0,33330,0,33330
SAR,2021-01-14,NA,NA,NA,NA,0,0,33330,0,33330
SAR,2021-01-15,NA,NA,NA,NA,0,0,33330,0,33330
SAR,2021-01-16,NA,NA,NA,NA,0,0,33330,0,33330
SAR,2021-01-17,NA,NA,NA,NA,0,0,33330,0,33330
SAR,2021-01-18,NA,NA,NA,NA,0,0,33330,0,33330
SAR,2021-01-19,ITG,ITG2,20,Sardegna,7020,0,40350,0,40350
SAR,2021-01-20,NA,NA,NA,NA,0,0,40350,0,40350
SAR,2021-01-21,NA,NA,NA,NA,0,0,40350,0,40350
SAR,2021-01-22,NA,NA,NA,NA,0,0,40350,0,40350
SAR,2021-01-23,NA,NA,NA,NA,0,0,40350,0,40350
SAR,2021-01-24,NA,NA,NA,NA,0,0,40350,0,40350
SAR,2021-01-25,NA,NA,NA,NA,0,0,40350,0,40350
SAR,2021-01-26,ITG,ITG2,20,Sardegna,12870,0,53220,0,53220
SAR,2021-01-27,NA,NA,NA,NA,0,0,53220,0,53220
SAR,2021-01-28,NA,NA,NA,NA,0,0,53220,0,53220
SAR,2021-01-29,NA,NA,NA,NA,0,0,53220,0,53220
SAR,2021-01-30,NA,NA,NA,NA,0,0,53220,0,53220
SAR,2021-01-31,NA,NA,NA,NA,0,0,53220,0,53220
SAR,2021-02-01,NA,NA,NA,NA,0,0,53220,0,53220
SIC,2020-12-27,ITG,ITG1,19,Sicilia,685,0,685,0,685
SIC,2020-12-28,NA,NA,NA,NA,0,0,685,0,685
SIC,2020-12-29,NA,NA,NA,NA,0,0,685,0,685
SIC,2020-12-30,NA,NA,NA,NA,0,0,685,0,685
SIC,2020-12-31,ITG,ITG1,19,Sicilia,45825,0,46510,0,46510
SIC,2021-01-01,NA,NA,NA,NA,0,0,46510,0,46510
SIC,2021-01-02,NA,NA,NA,NA,0,0,46510,0,46510
SIC,2021-01-03,NA,NA,NA,NA,0,0,46510,0,46510
SIC,2021-01-04,NA,NA,NA,NA,0,0,46510,0,46510
SIC,2021-01-05,ITG,ITG1,19,Sicilia,32175,0,78685,0,78685
SIC,2021-01-06,NA,NA,NA,NA,0,0,78685,0,78685
SIC,2021-01-07,NA,NA,NA,NA,0,0,78685,0,78685
SIC,2021-01-08,NA,NA,NA,NA,0,0,78685,0,78685
SIC,2021-01-09,NA,NA,NA,NA,0,0,78685,0,78685
SIC,2021-01-10,NA,NA,NA,NA,0,0,78685,0,78685
SIC,2021-01-11,NA,NA,NA,NA,0,0,78685,0,78685
SIC,2021-01-12,ITG,ITG1,19,Sicilia,46800,0,125485,0,125485
SIC,2021-01-13,ITG,ITG1,19,Sicilia,0,6600,125485,6600,132085
SIC,2021-01-14,NA,NA,NA,NA,0,0,125485,6600,132085
SIC,2021-01-15,NA,NA,NA,NA,0,0,125485,6600,132085
SIC,2021-01-16,NA,NA,NA,NA,0,0,125485,6600,132085
SIC,2021-01-17,NA,NA,NA,NA,0,0,125485,6600,132085
SIC,2021-01-18,NA,NA,NA,NA,0,0,125485,6600,132085
SIC,2021-01-19,ITG,ITG1,19,Sicilia,35100,0,160585,6600,167185
SIC,2021-01-20,NA,NA,NA,NA,0,0,160585,6600,167185
SIC,2021-01-21,ITG,ITG1,19,Sicilia,2340,0,162925,6600,169525
SIC,2021-01-22,NA,NA,NA,NA,0,0,162925,6600,169525
SIC,2021-01-23,NA,NA,NA,NA,0,0,162925,6600,169525
SIC,2021-01-24,NA,NA,NA,NA,0,0,162925,6600,169525
SIC,2021-01-25,NA,NA,NA,NA,0,0,162925,6600,169525
SIC,2021-01-26,ITG,ITG1,19,Sicilia,11700,0,174625,6600,181225
SIC,2021-01-27,ITG,ITG1,19,Sicilia,19890,0,194515,6600,201115
SIC,2021-01-28,NA,NA,NA,NA,0,0,194515,6600,201115
SIC,2021-01-29,NA,NA,NA,NA,0,0,194515,6600,201115
SIC,2021-01-30,NA,NA,NA,NA,0,0,194515,6600,201115
SIC,2021-01-31,NA,NA,NA,NA,0,0,194515,6600,201115
SIC,2021-02-01,NA,NA,NA,NA,0,0,194515,6600,201115
TOS,2020-12-27,ITI,ITI1,9,Toscana,620,0,620,0,620
TOS,2020-12-28,NA,NA,NA,NA,0,0,620,0,620
TOS,2020-12-29,NA,NA,NA,NA,0,0,620,0,620
TOS,2020-12-30,ITI,ITI1,9,Toscana,27300,0,27920,0,27920
TOS,2020-12-31,NA,NA,NA,NA,0,0,27920,0,27920
TOS,2021-01-01,NA,NA,NA,NA,0,0,27920,0,27920
TOS,2021-01-02,NA,NA,NA,NA,0,0,27920,0,27920
TOS,2021-01-03,NA,NA,NA,NA,0,0,27920,0,27920
TOS,2021-01-04,NA,NA,NA,NA,0,0,27920,0,27920
TOS,2021-01-05,ITI,ITI1,9,Toscana,3900,0,31820,0,31820
TOS,2021-01-06,NA,NA,NA,NA,0,0,31820,0,31820
TOS,2021-01-07,ITI,ITI1,9,Toscana,20475,0,52295,0,52295
TOS,2021-01-08,NA,NA,NA,NA,0,0,52295,0,52295
TOS,2021-01-09,NA,NA,NA,NA,0,0,52295,0,52295
TOS,2021-01-10,NA,NA,NA,NA,0,0,52295,0,52295
TOS,2021-01-11,NA,NA,NA,NA,0,0,52295,0,52295
TOS,2021-01-12,ITI,ITI1,9,Toscana,28275,0,80570,0,80570
TOS,2021-01-13,ITI,ITI1,9,Toscana,0,5300,80570,5300,85870
TOS,2021-01-14,NA,NA,NA,NA,0,0,80570,5300,85870
TOS,2021-01-15,NA,NA,NA,NA,0,0,80570,5300,85870
TOS,2021-01-16,NA,NA,NA,NA,0,0,80570,5300,85870
TOS,2021-01-17,NA,NA,NA,NA,0,0,80570,5300,85870
TOS,2021-01-18,ITI,ITI1,9,Toscana,4680,0,85250,5300,90550
TOS,2021-01-19,NA,NA,NA,NA,0,0,85250,5300,90550
TOS,2021-01-20,ITI,ITI1,9,Toscana,7020,0,92270,5300,97570
TOS,2021-01-21,ITI,ITI1,9,Toscana,7020,0,99290,5300,104590
TOS,2021-01-22,NA,NA,NA,NA,0,0,99290,5300,104590
TOS,2021-01-23,NA,NA,NA,NA,0,0,99290,5300,104590
TOS,2021-01-24,NA,NA,NA,NA,0,0,99290,5300,104590
TOS,2021-01-25,NA,NA,NA,NA,0,0,99290,5300,104590
TOS,2021-01-26,ITI,ITI1,9,Toscana,23400,0,122690,5300,127990
TOS,2021-01-27,ITI,ITI1,9,Toscana,5850,0,128540,5300,133840
TOS,2021-01-28,NA,NA,NA,NA,0,0,128540,5300,133840
TOS,2021-01-29,NA,NA,NA,NA,0,0,128540,5300,133840
TOS,2021-01-30,NA,NA,NA,NA,0,0,128540,5300,133840
TOS,2021-01-31,NA,NA,NA,NA,0,0,128540,5300,133840
TOS,2021-02-01,NA,NA,NA,NA,0,0,128540,5300,133840
UMB,2020-12-27,ITI,ITI2,10,Umbria,85,0,85,0,85
UMB,2020-12-28,NA,NA,NA,NA,0,0,85,0,85
UMB,2020-12-29,NA,NA,NA,NA,0,0,85,0,85
UMB,2020-12-30,ITI,ITI2,10,Umbria,4875,0,4960,0,4960
UMB,2020-12-31,NA,NA,NA,NA,0,0,4960,0,4960
UMB,2021-01-01,NA,NA,NA,NA,0,0,4960,0,4960
UMB,2021-01-02,NA,NA,NA,NA,0,0,4960,0,4960
UMB,2021-01-03,NA,NA,NA,NA,0,0,4960,0,4960
UMB,2021-01-04,NA,NA,NA,NA,0,0,4960,0,4960
UMB,2021-01-05,ITI,ITI2,10,Umbria,4875,0,9835,0,9835
UMB,2021-01-06,NA,NA,NA,NA,0,0,9835,0,9835
UMB,2021-01-07,NA,NA,NA,NA,0,0,9835,0,9835
UMB,2021-01-08,NA,NA,NA,NA,0,0,9835,0,9835
UMB,2021-01-09,NA,NA,NA,NA,0,0,9835,0,9835
UMB,2021-01-10,NA,NA,NA,NA,0,0,9835,0,9835
UMB,2021-01-11,NA,NA,NA,NA,0,0,9835,0,9835
UMB,2021-01-12,ITI,ITI2,10,Umbria,5850,0,15685,0,15685
UMB,2021-01-13,ITI,ITI2,10,Umbria,0,1000,15685,1000,16685
UMB,2021-01-14,NA,NA,NA,NA,0,0,15685,1000,16685
UMB,2021-01-15,NA,NA,NA,NA,0,0,15685,1000,16685
UMB,2021-01-16,NA,NA,NA,NA,0,0,15685,1000,16685
UMB,2021-01-17,NA,NA,NA,NA,0,0,15685,1000,16685
UMB,2021-01-18,ITI,ITI2,10,Umbria,2340,0,18025,1000,19025
UMB,2021-01-19,NA,NA,NA,NA,0,0,18025,1000,19025
UMB,2021-01-20,ITI,ITI2,10,Umbria,3510,0,21535,1000,22535
UMB,2021-01-21,NA,NA,NA,NA,0,0,21535,1000,22535
UMB,2021-01-22,NA,NA,NA,NA,0,0,21535,1000,22535
UMB,2021-01-23,NA,NA,NA,NA,0,0,21535,1000,22535
UMB,2021-01-24,NA,NA,NA,NA,0,0,21535,1000,22535
UMB,2021-01-25,NA,NA,NA,NA,0,0,21535,1000,22535
UMB,2021-01-26,ITI,ITI2,10,Umbria,2340,0,23875,1000,24875
UMB,2021-01-27,NA,NA,NA,NA,0,0,23875,1000,24875
UMB,2021-01-28,NA,NA,NA,NA,0,0,23875,1000,24875
UMB,2021-01-29,NA,NA,NA,NA,0,0,23875,1000,24875
UMB,2021-01-30,NA,NA,NA,NA,0,0,23875,1000,24875
UMB,2021-01-31,NA,NA,NA,NA,0,0,23875,1000,24875
UMB,2021-02-01,NA,NA,NA,NA,0,0,23875,1000,24875
VDA,2020-12-27,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,20,0,20,0,20
VDA,2020-12-28,NA,NA,NA,NA,0,0,20,0,20
VDA,2020-12-29,NA,NA,NA,NA,0,0,20,0,20
VDA,2020-12-30,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,975,0,995,0,995
VDA,2020-12-31,NA,NA,NA,NA,0,0,995,0,995
VDA,2021-01-01,NA,NA,NA,NA,0,0,995,0,995
VDA,2021-01-02,NA,NA,NA,NA,0,0,995,0,995
VDA,2021-01-03,NA,NA,NA,NA,0,0,995,0,995
VDA,2021-01-04,NA,NA,NA,NA,0,0,995,0,995
VDA,2021-01-05,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,975,0,1970,0,1970
VDA,2021-01-06,NA,NA,NA,NA,0,0,1970,0,1970
VDA,2021-01-07,NA,NA,NA,NA,0,0,1970,0,1970
VDA,2021-01-08,NA,NA,NA,NA,0,0,1970,0,1970
VDA,2021-01-09,NA,NA,NA,NA,0,0,1970,0,1970
VDA,2021-01-10,NA,NA,NA,NA,0,0,1970,0,1970
VDA,2021-01-11,NA,NA,NA,NA,0,0,1970,0,1970
VDA,2021-01-12,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,1950,0,3920,0,3920
VDA,2021-01-13,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,0,200,3920,200,4120
VDA,2021-01-14,NA,NA,NA,NA,0,0,3920,200,4120
VDA,2021-01-15,NA,NA,NA,NA,0,0,3920,200,4120
VDA,2021-01-16,NA,NA,NA,NA,0,0,3920,200,4120
VDA,2021-01-17,NA,NA,NA,NA,0,0,3920,200,4120
VDA,2021-01-18,NA,NA,NA,NA,0,0,3920,200,4120
VDA,2021-01-19,NA,NA,NA,NA,0,0,3920,200,4120
VDA,2021-01-20,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,1170,0,5090,200,5290
VDA,2021-01-21,NA,NA,NA,NA,0,0,5090,200,5290
VDA,2021-01-22,NA,NA,NA,NA,0,0,5090,200,5290
VDA,2021-01-23,NA,NA,NA,NA,0,0,5090,200,5290
VDA,2021-01-24,NA,NA,NA,NA,0,0,5090,200,5290
VDA,2021-01-25,NA,NA,NA,NA,0,0,5090,200,5290
VDA,2021-01-26,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste,1170,0,6260,200,6460
VDA,2021-01-27,NA,NA,NA,NA,0,0,6260,200,6460
VDA,2021-01-28,NA,NA,NA,NA,0,0,6260,200,6460
VDA,2021-01-29,NA,NA,NA,NA,0,0,6260,200,6460
VDA,2021-01-30,NA,NA,NA,NA,0,0,6260,200,6460
VDA,2021-01-31,NA,NA,NA,NA,0,0,6260,200,6460
VDA,2021-02-01,NA,NA,NA,NA,0,0,6260,200,6460
VEN,2020-12-27,ITH,ITH3,5,Veneto,875,0,875,0,875
VEN,2020-12-28,NA,NA,NA,NA,0,0,875,0,875
VEN,2020-12-29,NA,NA,NA,NA,0,0,875,0,875
VEN,2020-12-30,ITH,ITH3,5,Veneto,38025,0,38900,0,38900
VEN,2020-12-31,NA,NA,NA,NA,0,0,38900,0,38900
VEN,2021-01-01,NA,NA,NA,NA,0,0,38900,0,38900
VEN,2021-01-02,NA,NA,NA,NA,0,0,38900,0,38900
VEN,2021-01-03,NA,NA,NA,NA,0,0,38900,0,38900
VEN,2021-01-04,NA,NA,NA,NA,0,0,38900,0,38900
VEN,2021-01-05,ITH,ITH3,5,Veneto,4875,0,43775,0,43775
VEN,2021-01-06,NA,NA,NA,NA,0,0,43775,0,43775
VEN,2021-01-07,ITH,ITH3,5,Veneto,34125,0,77900,0,77900
VEN,2021-01-08,NA,NA,NA,NA,0,0,77900,0,77900
VEN,2021-01-09,NA,NA,NA,NA,0,0,77900,0,77900
VEN,2021-01-10,NA,NA,NA,NA,0,0,77900,0,77900
VEN,2021-01-11,NA,NA,NA,NA,0,0,77900,0,77900
VEN,2021-01-12,ITH,ITH3,5,Veneto,39000,0,116900,0,116900
VEN,2021-01-13,ITH,ITH3,5,Veneto,0,7800,116900,7800,124700
VEN,2021-01-14,NA,NA,NA,NA,0,0,116900,7800,124700
VEN,2021-01-15,NA,NA,NA,NA,0,0,116900,7800,124700
VEN,2021-01-16,NA,NA,NA,NA,0,0,116900,7800,124700
VEN,2021-01-17,NA,NA,NA,NA,0,0,116900,7800,124700
VEN,2021-01-18,NA,NA,NA,NA,0,0,116900,7800,124700
VEN,2021-01-19,NA,NA,NA,NA,0,0,116900,7800,124700
VEN,2021-01-20,ITH,ITH3,5,Veneto,7020,0,123920,7800,131720
VEN,2021-01-21,ITH,ITH3,5,Veneto,15210,0,139130,7800,146930
VEN,2021-01-22,NA,NA,NA,NA,0,0,139130,7800,146930
