data_somministrazione,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa
2021-01-10,VDA,50-59,62,18,44,62,0,0
2021-01-10,VDA,60-69,29,15,14,23,0,6
2021-01-10,VDA,70-79,10,5,5,2,0,8
2021-01-10,VDA,80-89,4,2,2,0,0,4
2021-01-10,VDA,90+,2,1,1,0,0,2
2021-01-10,VEN,16-19,21,9,12,8,11,2
2021-01-10,VEN,20-29,604,205,399,507,96,1
2021-01-10,VEN,30-39,702,245,457,540,161,1
2021-01-10,VEN,40-49,985,254,731,724,260,1
2021-01-10,VEN,50-59,1515,453,1062,1056,455,4
2021-01-10,VEN,60-69,724,344,380,495,201,28
2021-01-10,VEN,70-79,144,83,61,45,40,59
2021-01-10,VEN,80-89,184,52,132,45,2,137
2021-01-10,VEN,90+,120,11,109,22,0,98
2021-01-11,ABR,16-19,3,2,1,3,0,0
2021-01-11,ABR,20-29,129,47,82,127,2,0
2021-01-11,ABR,30-39,283,112,171,263,20,0
2021-01-11,ABR,40-49,325,103,222,303,22,0
2021-01-11,ABR,50-59,442,113,329,386,56,0
2021-01-11,ABR,60-69,265,129,136,242,21,2
2021-01-11,ABR,70-79,30,27,3,25,2,3
2021-01-11,ABR,80-89,20,4,16,2,1,17
2021-01-11,ABR,90+,10,2,8,0,0,10
2021-01-11,BAS,16-19,0,0,0,0,0,0
2021-01-11,BAS,20-29,12,5,7,3,1,8
2021-01-11,BAS,30-39,13,4,9,8,1,4
2021-01-11,BAS,40-49,28,5,23,21,0,7
2021-01-11,BAS,50-59,47,12,35,34,3,10
2021-01-11,BAS,60-69,31,15,16,28,1,2
2021-01-11,BAS,70-79,2,1,1,0,0,2
2021-01-11,BAS,80-89,14,5,9,0,0,14
2021-01-11,BAS,90+,13,2,11,0,0,13
2021-01-11,CAL,16-19,2,2,0,1,0,1
2021-01-11,CAL,20-29,80,38,42,65,15,0
2021-01-11,CAL,30-39,179,91,88,151,28,0
2021-01-11,CAL,40-49,291,114,177,233,58,0
2021-01-11,CAL,50-59,430,199,231,332,97,1
2021-01-11,CAL,60-69,489,301,188,417,69,3
2021-01-11,CAL,70-79,37,29,8,26,3,8
2021-01-11,CAL,80-89,27,14,13,5,0,22
2021-01-11,CAL,90+,9,3,6,0,0,9
2021-01-11,CAM,16-19,4,2,2,3,1,0
2021-01-11,CAM,20-29,285,115,170,202,83,0
2021-01-11,CAM,30-39,579,226,353,426,153,0
2021-01-11,CAM,40-49,711,271,440,461,249,1
2021-01-11,CAM,50-59,1145,471,674,771,373,1
2021-01-11,CAM,60-69,975,586,389,720,245,10
2021-01-11,CAM,70-79,136,105,31,81,29,26
2021-01-11,CAM,80-89,75,23,52,2,8,65
2021-01-11,CAM,90+,57,9,48,0,6,51
2021-01-11,EMR,16-19,9,4,5,1,8,0
2021-01-11,EMR,20-29,911,282,629,600,301,10
2021-01-11,EMR,30-39,1356,535,821,889,450,17
2021-01-11,EMR,40-49,1656,518,1138,1017,620,19
2021-01-11,EMR,50-59,2104,603,1501,1261,814,29
2021-01-11,EMR,60-69,1348,621,727,751,533,64
2021-01-11,EMR,70-79,455,321,134,142,212,101
2021-01-11,EMR,80-89,369,110,259,17,67,285
2021-01-11,EMR,90+,359,56,303,4,37,318
2021-01-11,FVG,16-19,5,1,4,1,4,0
2021-01-11,FVG,20-29,332,106,226,158,173,1
2021-01-11,FVG,30-39,299,98,201,231,68,0
2021-01-11,FVG,40-49,387,96,291,301,86,0
2021-01-11,FVG,50-59,488,130,358,367,121,0
2021-01-11,FVG,60-69,244,121,123,195,49,0
2021-01-11,FVG,70-79,48,34,14,38,10,0
2021-01-11,FVG,80-89,6,2,4,4,2,0
2021-01-11,FVG,90+,0,0,0,0,0,0
2021-01-11,LAZ,16-19,25,5,20,21,4,0
2021-01-11,LAZ,20-29,737,265,472,597,137,3
2021-01-11,LAZ,30-39,845,318,527,712,125,8
2021-01-11,LAZ,40-49,1116,359,757,918,186,12
2021-01-11,LAZ,50-59,1342,466,876,1104,206,32
2021-01-11,LAZ,60-69,850,435,415,692,117,41
2021-01-11,LAZ,70-79,183,105,78,46,21,116
2021-01-11,LAZ,80-89,220,73,147,6,30,184
2021-01-11,LAZ,90+,124,24,100,0,1,123
2021-01-11,LIG,16-19,10,6,4,3,7,0
2021-01-11,LIG,20-29,187,81,106,125,62,0
2021-01-11,LIG,30-39,279,107,172,217,61,1
2021-01-11,LIG,40-49,452,162,290,364,87,1
2021-01-11,LIG,50-59,857,268,589,702,147,8
2021-01-11,LIG,60-69,398,200,198,283,103,12
2021-01-11,LIG,70-79,80,54,26,14,44,22
2021-01-11,LIG,80-89,85,25,60,0,8,77
2021-01-11,LIG,90+,72,9,63,1,0,71
2021-01-11,LOM,16-19,33,14,19,20,13,0
2021-01-11,LOM,20-29,1862,587,1275,1434,420,8
2021-01-11,LOM,30-39,2458,930,1528,2043,405,10
2021-01-11,LOM,40-49,3402,1023,2379,2742,652,8
2021-01-11,LOM,50-59,4591,1323,3268,3471,1112,8
2021-01-11,LOM,60-69,1701,829,872,1244,433,24
2021-01-11,LOM,70-79,345,193,152,141,101,103
2021-01-11,LOM,80-89,315,84,231,13,12,290
2021-01-11,LOM,90+,207,35,172,0,1,206
2021-01-11,MAR,16-19,8,3,5,7,1,0
2021-01-11,MAR,20-29,107,43,64,102,5,0
2021-01-11,MAR,30-39,199,86,113,178,21,0
2021-01-11,MAR,40-49,303,72,231,251,52,0
2021-01-11,MAR,50-59,317,130,187,262,55,0
2021-01-11,MAR,60-69,165,88,77,148,17,0
2021-01-11,MAR,70-79,15,5,10,15,0,0
2021-01-11,MAR,80-89,0,0,0,0,0,0
2021-01-11,MAR,90+,0,0,0,0,0,0
2021-01-11,MOL,16-19,0,0,0,0,0,0
2021-01-11,MOL,20-29,17,8,9,3,14,0
2021-01-11,MOL,30-39,65,25,40,23,42,0
2021-01-11,MOL,40-49,97,23,74,35,61,1
2021-01-11,MOL,50-59,142,49,93,50,86,6
2021-01-11,MOL,60-69,91,36,55,51,31,9
2021-01-11,MOL,70-79,17,8,9,0,0,17
2021-01-11,MOL,80-89,44,10,34,0,0,44
2021-01-11,MOL,90+,84,35,49,28,22,34
2021-01-11,PAB,16-19,0,0,0,0,0,0
2021-01-11,PAB,20-29,101,23,78,72,29,0
2021-01-11,PAB,30-39,172,63,109,122,50,0
2021-01-11,PAB,40-49,289,53,236,211,74,4
2021-01-11,PAB,50-59,379,89,290,219,158,2
2021-01-11,PAB,60-69,116,56,60,61,38,17
2021-01-11,PAB,70-79,76,37,39,7,6,63
2021-01-11,PAB,80-89,151,46,105,1,1,149
2021-01-11,PAB,90+,112,22,90,0,0,112
2021-01-11,PAT,16-19,0,0,0,0,0,0
2021-01-11,PAT,20-29,38,8,30,35,3,0
2021-01-11,PAT,30-39,75,38,37,65,10,0
2021-01-11,PAT,40-49,95,16,79,77,17,1
2021-01-11,PAT,50-59,115,25,90,95,17,3
2021-01-11,PAT,60-69,53,19,34,34,8,11
2021-01-11,PAT,70-79,25,9,16,5,0,20
2021-01-11,PAT,80-89,40,10,30,0,0,40
2021-01-11,PAT,90+,33,3,30,0,0,33
2021-01-11,PIE,16-19,73,24,49,65,8,0
2021-01-11,PIE,20-29,1097,331,766,933,163,1
2021-01-11,PIE,30-39,1192,442,750,984,204,4
2021-01-11,PIE,40-49,1606,472,1134,1267,327,12
2021-01-11,PIE,50-59,2131,597,1534,1565,521,45
2021-01-11,PIE,60-69,1212,599,613,874,251,87
2021-01-11,PIE,70-79,508,307,201,268,56,184
2021-01-11,PIE,80-89,537,149,388,34,16,487
2021-01-11,PIE,90+,319,36,283,8,0,311
2021-01-11,PUG,16-19,5,4,1,5,0,0
2021-01-11,PUG,20-29,256,86,170,245,11,0
2021-01-11,PUG,30-39,481,209,272,449,32,0
2021-01-11,PUG,40-49,697,264,433,636,61,0
2021-01-11,PUG,50-59,924,372,552,857,65,2
2021-01-11,PUG,60-69,596,342,254,554,33,9
2021-01-11,PUG,70-79,34,21,13,17,2,15
2021-01-11,PUG,80-89,23,8,15,2,3,18
2021-01-11,PUG,90+,19,10,9,0,0,19
2021-01-11,SAR,16-19,1,0,1,0,1,0
2021-01-11,SAR,20-29,81,32,49,55,26,0
2021-01-11,SAR,30-39,203,90,113,129,74,0
2021-01-11,SAR,40-49,345,153,192,175,170,0
2021-01-11,SAR,50-59,377,154,223,207,170,0
2021-01-11,SAR,60-69,171,74,97,121,50,0
2021-01-11,SAR,70-79,1,1,0,0,1,0
2021-01-11,SAR,80-89,0,0,0,0,0,0
2021-01-11,SAR,90+,0,0,0,0,0,0
2021-01-11,SIC,16-19,45,18,27,37,8,0
2021-01-11,SIC,20-29,679,284,395,582,94,3
2021-01-11,SIC,30-39,641,297,344,470,164,7
2021-01-11,SIC,40-49,904,380,524,591,300,13
2021-01-11,SIC,50-59,1247,497,750,864,369,14
2021-01-11,SIC,60-69,777,370,407,585,166,26
2021-01-11,SIC,70-79,128,77,51,60,22,46
2021-01-11,SIC,80-89,235,98,137,8,84,143
2021-01-11,SIC,90+,84,30,54,3,13,68
2021-01-11,TOS,16-19,53,11,42,48,5,0
2021-01-11,TOS,20-29,1061,369,692,1036,22,3
2021-01-11,TOS,30-39,787,276,511,738,29,20
2021-01-11,TOS,40-49,904,244,660,826,50,28
2021-01-11,TOS,50-59,1181,320,861,1067,67,47
2021-01-11,TOS,60-69,662,322,340,591,20,51
2021-01-11,TOS,70-79,95,59,36,33,6,56
2021-01-11,TOS,80-89,142,39,103,8,3,131
2021-01-11,TOS,90+,112,10,102,1,0,111
2021-01-11,UMB,16-19,0,0,0,0,0,0
2021-01-11,UMB,20-29,48,16,32,47,1,0
2021-01-11,UMB,30-39,157,60,97,156,1,0
2021-01-11,UMB,40-49,203,43,160,199,2,2
2021-01-11,UMB,50-59,351,93,258,343,3,5
2021-01-11,UMB,60-69,156,64,92,130,4,22
2021-01-11,UMB,70-79,50,18,32,2,9,39
2021-01-11,UMB,80-89,146,33,113,0,12,134
2021-01-11,UMB,90+,95,14,81,0,1,94
2021-01-11,VDA,16-19,1,1,0,1,0,0
2021-01-11,VDA,20-29,30,14,16,30,0,0
2021-01-11,VDA,30-39,54,12,42,54,0,0
2021-01-11,VDA,40-49,70,20,50,70,0,0
2021-01-11,VDA,50-59,91,24,67,91,0,0
2021-01-11,VDA,60-69,45,24,21,42,0,3
2021-01-11,VDA,70-79,18,11,7,7,0,11
2021-01-11,VDA,80-89,11,4,7,0,0,11
2021-01-11,VDA,90+,6,2,4,0,0,6
2021-01-11,VEN,16-19,18,3,15,13,5,0
2021-01-11,VEN,20-29,506,156,350,406,84,16
2021-01-11,VEN,30-39,734,235,499,566,147,21
2021-01-11,VEN,40-49,1220,262,958,927,266,27
2021-01-11,VEN,50-59,1609,414,1195,1126,420,63
2021-01-11,VEN,60-69,706,333,373,363,243,100
2021-01-11,VEN,70-79,318,186,132,55,34,229
2021-01-11,VEN,80-89,867,252,615,8,225,634
2021-01-11,VEN,90+,505,67,438,3,32,470
2021-01-12,ABR,16-19,0,0,0,0,0,0
2021-01-12,ABR,20-29,154,65,89,138,16,0
2021-01-12,ABR,30-39,307,100,207,272,34,1
2021-01-12,ABR,40-49,470,103,367,405,60,5
2021-01-12,ABR,50-59,582,182,400,474,91,17
2021-01-12,ABR,60-69,373,162,211,318,35,20
2021-01-12,ABR,70-79,49,28,21,18,6,25
2021-01-12,ABR,80-89,22,4,18,2,0,20
2021-01-12,ABR,90+,7,0,7,0,0,7
2021-01-12,BAS,16-19,0,0,0,0,0,0
2021-01-12,BAS,20-29,3,0,3,1,2,0
2021-01-12,BAS,30-39,13,2,11,12,1,0
2021-01-12,BAS,40-49,20,5,15,20,0,0
2021-01-12,BAS,50-59,22,5,17,20,2,0
2021-01-12,BAS,60-69,13,7,6,9,1,3
2021-01-12,BAS,70-79,4,2,2,0,0,4
2021-01-12,BAS,80-89,9,0,9,0,0,9
2021-01-12,BAS,90+,6,0,6,0,0,6
2021-01-12,CAL,16-19,3,1,2,3,0,0
2021-01-12,CAL,20-29,76,29,47,69,7,0
2021-01-12,CAL,30-39,156,53,103,133,23,0
2021-01-12,CAL,40-49,172,55,117,140,32,0
2021-01-12,CAL,50-59,202,93,109,161,41,0
2021-01-12,CAL,60-69,254,189,65,231,22,1
2021-01-12,CAL,70-79,17,15,2,14,3,0
2021-01-12,CAL,80-89,17,5,12,2,0,15
2021-01-12,CAL,90+,3,0,3,0,0,3
2021-01-12,CAM,16-19,4,2,2,2,2,0
2021-01-12,CAM,20-29,706,305,401,596,104,6
2021-01-12,CAM,30-39,842,365,477,615,196,31
2021-01-12,CAM,40-49,865,358,507,623,204,38
2021-01-12,CAM,50-59,1106,496,610,769,299,38
2021-01-12,CAM,60-69,1159,706,453,888,223,48
2021-01-12,CAM,70-79,383,301,82,282,29,72
2021-01-12,CAM,80-89,149,58,91,28,5,116
2021-01-12,CAM,90+,80,17,63,1,2,77
2021-01-12,EMR,16-19,13,5,8,4,9,0
2021-01-12,EMR,20-29,793,270,523,569,222,2
2021-01-12,EMR,30-39,1136,401,735,801,334,1
2021-01-12,EMR,40-49,1478,399,1079,987,484,7
2021-01-12,EMR,50-59,1958,529,1429,1204,738,16
2021-01-12,EMR,60-69,1183,501,682,688,438,57
2021-01-12,EMR,70-79,486,309,177,169,140,177
2021-01-12,EMR,80-89,586,179,407,19,68,499
2021-01-12,EMR,90+,561,93,468,1,84,476
2021-01-12,FVG,16-19,8,1,7,0,8,0
2021-01-12,FVG,20-29,399,130,269,130,269,0
2021-01-12,FVG,30-39,303,107,196,212,88,3
2021-01-12,FVG,40-49,420,99,321,327,91,2
2021-01-12,FVG,50-59,487,131,356,349,136,2
2021-01-12,FVG,60-69,240,117,123,179,44,17
2021-01-12,FVG,70-79,113,64,49,49,4,60
2021-01-12,FVG,80-89,161,43,118,3,0,158
2021-01-12,FVG,90+,116,19,97,1,0,115
2021-01-12,LAZ,16-19,15,4,11,15,0,0
2021-01-12,LAZ,20-29,816,285,531,647,168,1
2021-01-12,LAZ,30-39,775,305,470,647,125,3
2021-01-12,LAZ,40-49,930,297,633,731,189,10
2021-01-12,LAZ,50-59,1094,375,719,862,211,21
2021-01-12,LAZ,60-69,737,362,375,572,125,40
2021-01-12,LAZ,70-79,130,66,64,26,33,71
2021-01-12,LAZ,80-89,220,68,152,2,12,206
2021-01-12,LAZ,90+,170,28,142,0,2,168
2021-01-12,LIG,16-19,3,3,0,0,3,0
2021-01-12,LIG,20-29,135,55,80,100,35,0
2021-01-12,LIG,30-39,213,88,125,182,30,1
2021-01-12,LIG,40-49,269,95,174,229,37,3
2021-01-12,LIG,50-59,445,134,311,367,64,14
2021-01-12,LIG,60-69,227,107,120,163,36,28
2021-01-12,LIG,70-79,50,21,29,7,13,30
2021-01-12,LIG,80-89,83,24,59,4,1,78
2021-01-12,LIG,90+,60,5,55,0,0,60
2021-01-12,LOM,16-19,32,10,22,23,9,0
2021-01-12,LOM,20-29,1945,655,1290,1560,384,1
2021-01-12,LOM,30-39,2696,1034,1662,2102,594,0
2021-01-12,LOM,40-49,3802,1134,2668,2907,895,0
2021-01-12,LOM,50-59,5036,1414,3622,3582,1447,7
2021-01-12,LOM,60-69,1979,949,1030,1379,556,44
2021-01-12,LOM,70-79,444,306,138,150,170,124
2021-01-12,LOM,80-89,395,108,287,14,30,351
2021-01-12,LOM,90+,321,59,262,0,0,321
2021-01-12,MAR,16-19,0,0,0,0,0,0
2021-01-12,MAR,20-29,102,34,68,91,11,0
2021-01-12,MAR,30-39,168,72,96,138,30,0
2021-01-12,MAR,40-49,229,45,184,176,53,0
2021-01-12,MAR,50-59,290,101,189,230,60,0
2021-01-12,MAR,60-69,132,62,70,105,27,0
2021-01-12,MAR,70-79,16,7,9,14,2,0
2021-01-12,MAR,80-89,1,1,0,1,0,0
2021-01-12,MAR,90+,0,0,0,0,0,0
2021-01-12,MOL,16-19,0,0,0,0,0,0
2021-01-12,MOL,20-29,22,9,13,15,7,0
2021-01-12,MOL,30-39,51,24,27,41,10,0
2021-01-12,MOL,40-49,49,17,32,28,20,1
2021-01-12,MOL,50-59,57,15,42,31,25,1
2021-01-12,MOL,60-69,28,16,12,12,9,7
2021-01-12,MOL,70-79,23,10,13,3,1,19
2021-01-12,MOL,80-89,53,11,42,0,1,52
2021-01-12,MOL,90+,53,12,41,1,2,50
2021-01-12,PAB,16-19,5,1,4,3,2,0
2021-01-12,PAB,20-29,201,37,164,180,21,0
2021-01-12,PAB,30-39,156,51,105,105,51,0
2021-01-12,PAB,40-49,222,56,166,145,77,0
2021-01-12,PAB,50-59,290,80,210,181,103,6
2021-01-12,PAB,60-69,115,50,65,53,29,33
2021-01-12,PAB,70-79,104,44,60,3,11,90
2021-01-12,PAB,80-89,177,34,143,0,7,170
2021-01-12,PAB,90+,163,22,141,0,0,163
2021-01-12,PAT,16-19,0,0,0,0,0,0
2021-01-12,PAT,20-29,33,11,22,27,6,0
2021-01-12,PAT,30-39,54,14,40,51,3,0
2021-01-12,PAT,40-49,70,22,48,62,8,0
2021-01-12,PAT,50-59,96,23,73,88,8,0
2021-01-12,PAT,60-69,35,20,15,29,1,5
2021-01-12,PAT,70-79,15,7,8,0,0,15
2021-01-12,PAT,80-89,21,8,13,0,0,21
2021-01-12,PAT,90+,25,1,24,0,0,25
2021-01-12,PIE,16-19,54,22,32,52,2,0
2021-01-12,PIE,20-29,1129,412,717,967,151,11
2021-01-12,PIE,30-39,1355,470,885,1074,279,2
2021-01-12,PIE,40-49,2010,564,1446,1493,494,23
2021-01-12,PIE,50-59,2502,657,1845,1787,669,46
2021-01-12,PIE,60-69,1318,663,655,932,278,108
2021-01-12,PIE,70-79,457,302,155,251,62,144
2021-01-12,PIE,80-89,386,107,279,29,11,346
2021-01-12,PIE,90+,243,31,212,4,0,239
2021-01-12,PUG,16-19,4,1,3,4,0,0
2021-01-12,PUG,20-29,356,121,235,351,5,0
2021-01-12,PUG,30-39,587,255,332,563,23,1
2021-01-12,PUG,40-49,758,276,482,691,63,4
2021-01-12,PUG,50-59,947,382,565,880,62,5
2021-01-12,PUG,60-69,599,332,267,549,34,16
2021-01-12,PUG,70-79,65,38,27,25,2,38
2021-01-12,PUG,80-89,62,16,46,0,1,61
2021-01-12,PUG,90+,62,17,45,0,0,62
2021-01-12,SAR,16-19,0,0,0,0,0,0
2021-01-12,SAR,20-29,86,41,45,53,33,0
2021-01-12,SAR,30-39,187,98,89,113,74,0
2021-01-12,SAR,40-49,207,99,108,116,91,0
2021-01-12,SAR,50-59,252,91,161,164,88,0
2021-01-12,SAR,60-69,127,73,54,90,37,0
2021-01-12,SAR,70-79,6,6,0,5,1,0
2021-01-12,SAR,80-89,0,0,0,0,0,0
2021-01-12,SAR,90+,0,0,0,0,0,0
2021-01-12,SIC,16-19,14,7,7,14,0,0
2021-01-12,SIC,20-29,414,193,221,361,52,1
2021-01-12,SIC,30-39,314,157,157,221,93,0
2021-01-12,SIC,40-49,477,227,250,278,196,3
2021-01-12,SIC,50-59,653,281,372,423,224,6
2021-01-12,SIC,60-69,495,273,222,373,110,12
2021-01-12,SIC,70-79,92,65,27,50,13,29
2021-01-12,SIC,80-89,92,29,63,9,4,79
2021-01-12,SIC,90+,50,14,36,2,0,48
2021-01-12,TOS,16-19,27,11,16,22,5,0
2021-01-12,TOS,20-29,626,215,411,566,58,2
2021-01-12,TOS,30-39,491,205,286,453,37,1
2021-01-12,TOS,40-49,569,190,379,507,48,14
2021-01-12,TOS,50-59,848,266,582,753,74,21
2021-01-12,TOS,60-69,590,339,251,526,44,20
2021-01-12,TOS,70-79,113,82,31,69,15,29
2021-01-12,TOS,80-89,71,18,53,5,0,66
2021-01-12,TOS,90+,82,17,65,0,0,82
2021-01-12,UMB,16-19,0,0,0,0,0,0
2021-01-12,UMB,20-29,29,11,18,13,14,2
2021-01-12,UMB,30-39,111,35,76,58,51,2
2021-01-12,UMB,40-49,137,33,104,67,66,4
2021-01-12,UMB,50-59,206,63,143,122,76,8
2021-01-12,UMB,60-69,130,49,81,68,56,6
2021-01-12,UMB,70-79,17,6,11,0,0,17
2021-01-12,UMB,80-89,65,11,54,0,0,65
2021-01-12,UMB,90+,43,6,37,0,0,43
2021-01-12,VDA,16-19,0,0,0,0,0,0
2021-01-12,VDA,20-29,28,9,19,28,0,0
2021-01-12,VDA,30-39,36,10,26,36,0,0
2021-01-12,VDA,40-49,74,14,60,74,0,0
2021-01-12,VDA,50-59,109,21,88,109,0,0
2021-01-12,VDA,60-69,41,15,26,39,0,2
2021-01-12,VDA,70-79,4,3,1,3,0,1
2021-01-12,VDA,80-89,7,0,7,0,0,7
2021-01-12,VDA,90+,2,0,2,0,0,2
2021-01-12,VEN,16-19,14,5,9,4,7,3
2021-01-12,VEN,20-29,386,129,257,278,75,33
2021-01-12,VEN,30-39,496,171,325,339,143,14
2021-01-12,VEN,40-49,810,193,617,537,236,37
2021-01-12,VEN,50-59,1154,291,863,778,331,45
2021-01-12,VEN,60-69,464,202,262,269,125,70
2021-01-12,VEN,70-79,272,128,144,24,23,225
2021-01-12,VEN,80-89,625,168,457,8,16,601
2021-01-12,VEN,90+,473,63,410,1,3,469
