data,fornitore,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose
2021-01-03,Pfizer/BioNTech,EMR,70-79,48,28,20,17,4,27,0,48,0
2021-01-03,Pfizer/BioNTech,EMR,80-89,62,25,37,0,0,62,0,62,0
2021-01-03,Pfizer/BioNTech,EMR,90+,66,11,55,0,0,66,0,66,0
2021-01-03,Pfizer/BioNTech,FVG,20-29,70,23,47,66,4,0,0,70,0
2021-01-03,Pfizer/BioNTech,FVG,30-39,60,24,36,58,2,0,0,60,0
2021-01-03,Pfizer/BioNTech,FVG,40-49,66,23,43,60,6,0,0,66,0
2021-01-03,Pfizer/BioNTech,FVG,50-59,63,15,48,54,9,0,0,63,0
2021-01-03,Pfizer/BioNTech,FVG,60-69,38,24,14,35,3,0,0,38,0
2021-01-03,Pfizer/BioNTech,FVG,70-79,14,13,1,12,2,0,0,14,0
2021-01-03,Pfizer/BioNTech,FVG,90+,1,0,1,0,0,1,0,1,0
2021-01-03,Pfizer/BioNTech,LAZ,20-29,445,128,317,431,14,0,0,445,0
2021-01-03,Pfizer/BioNTech,LAZ,30-39,870,342,528,856,14,0,0,870,0
2021-01-03,Pfizer/BioNTech,LAZ,40-49,1240,374,866,1224,15,1,0,1240,0
2021-01-03,Pfizer/BioNTech,LAZ,50-59,1459,482,977,1425,33,1,0,1459,0
2021-01-03,Pfizer/BioNTech,LAZ,60-69,1039,556,483,1023,15,1,0,1039,0
2021-01-03,Pfizer/BioNTech,LAZ,70-79,89,59,30,70,9,10,0,89,0
2021-01-03,Pfizer/BioNTech,LAZ,80-89,52,19,33,22,2,28,0,52,0
2021-01-03,Pfizer/BioNTech,LAZ,90+,28,2,26,4,0,24,0,28,0
2021-01-03,Pfizer/BioNTech,LIG,20-29,54,16,38,48,6,0,0,54,0
2021-01-03,Pfizer/BioNTech,LIG,30-39,96,32,64,84,12,0,0,96,0
2021-01-03,Pfizer/BioNTech,LIG,40-49,135,31,104,117,18,0,0,135,0
2021-01-03,Pfizer/BioNTech,LIG,50-59,280,82,198,249,31,0,0,280,0
2021-01-03,Pfizer/BioNTech,LIG,60-69,108,53,55,96,12,0,0,108,0
2021-01-03,Pfizer/BioNTech,LIG,70-79,1,1,0,1,0,0,0,1,0
2021-01-03,Pfizer/BioNTech,LOM,20-29,80,19,61,4,76,0,0,80,0
2021-01-03,Pfizer/BioNTech,LOM,30-39,159,75,84,8,151,0,0,159,0
2021-01-03,Pfizer/BioNTech,LOM,40-49,178,56,122,19,159,0,0,178,0
2021-01-03,Pfizer/BioNTech,LOM,50-59,273,80,193,36,237,0,0,273,0
2021-01-03,Pfizer/BioNTech,LOM,60-69,132,71,61,22,110,0,0,132,0
2021-01-03,Pfizer/BioNTech,LOM,70-79,10,10,0,1,9,0,0,10,0
2021-01-03,Pfizer/BioNTech,LOM,80-89,2,1,1,0,2,0,0,2,0
2021-01-03,Pfizer/BioNTech,LOM,90+,3,0,3,0,3,0,0,3,0
2021-01-03,Pfizer/BioNTech,MAR,20-29,72,27,45,62,10,0,0,72,0
2021-01-03,Pfizer/BioNTech,MAR,30-39,160,68,92,139,21,0,0,160,0
2021-01-03,Pfizer/BioNTech,MAR,40-49,250,84,166,219,31,0,0,250,0
2021-01-03,Pfizer/BioNTech,MAR,50-59,288,101,187,239,49,0,0,288,0
2021-01-03,Pfizer/BioNTech,MAR,60-69,125,68,57,100,25,0,0,125,0
2021-01-03,Pfizer/BioNTech,MAR,70-79,1,0,1,0,1,0,0,1,0
2021-01-03,Pfizer/BioNTech,PAT,16-19,1,0,1,0,1,0,0,1,0
2021-01-03,Pfizer/BioNTech,PAT,20-29,45,6,39,42,3,0,0,45,0
2021-01-03,Pfizer/BioNTech,PAT,30-39,64,28,36,63,1,0,0,64,0
2021-01-03,Pfizer/BioNTech,PAT,40-49,86,17,69,85,1,0,0,86,0
2021-01-03,Pfizer/BioNTech,PAT,50-59,126,33,93,122,4,0,0,126,0
2021-01-03,Pfizer/BioNTech,PAT,60-69,108,56,52,101,1,6,0,108,0
2021-01-03,Pfizer/BioNTech,PAT,70-79,14,10,4,4,0,10,0,14,0
2021-01-03,Pfizer/BioNTech,PAT,80-89,23,6,17,0,0,23,0,23,0
2021-01-03,Pfizer/BioNTech,PAT,90+,26,3,23,0,0,26,0,26,0
2021-01-03,Pfizer/BioNTech,PIE,20-29,293,63,230,282,11,0,0,293,0
2021-01-03,Pfizer/BioNTech,PIE,30-39,488,189,299,459,29,0,0,488,0
2021-01-03,Pfizer/BioNTech,PIE,40-49,652,191,461,587,65,0,0,652,0
2021-01-03,Pfizer/BioNTech,PIE,50-59,1068,253,815,956,112,0,0,1068,0
2021-01-03,Pfizer/BioNTech,PIE,60-69,487,238,249,412,71,4,0,487,0
2021-01-03,Pfizer/BioNTech,PIE,70-79,25,20,5,8,7,10,0,25,0
2021-01-03,Pfizer/BioNTech,PIE,80-89,23,8,15,1,0,22,0,23,0
2021-01-03,Pfizer/BioNTech,PIE,90+,16,2,14,0,0,16,0,16,0
2021-01-03,Pfizer/BioNTech,PUG,20-29,197,81,116,164,33,0,0,197,0
2021-01-03,Pfizer/BioNTech,PUG,30-39,380,188,192,320,60,0,0,380,0
2021-01-03,Pfizer/BioNTech,PUG,40-49,497,212,285,422,73,2,0,497,0
2021-01-03,Pfizer/BioNTech,PUG,50-59,517,245,272,436,78,3,0,517,0
2021-01-03,Pfizer/BioNTech,PUG,60-69,258,165,93,206,43,9,0,258,0
2021-01-03,Pfizer/BioNTech,PUG,70-79,43,21,22,7,4,32,0,43,0
2021-01-03,Pfizer/BioNTech,PUG,80-89,63,15,48,0,7,56,0,63,0
2021-01-03,Pfizer/BioNTech,PUG,90+,42,11,31,0,1,41,0,42,0
2021-01-03,Pfizer/BioNTech,SAR,20-29,9,2,7,9,0,0,0,9,0
2021-01-03,Pfizer/BioNTech,SAR,30-39,11,5,6,11,0,0,0,11,0
2021-01-03,Pfizer/BioNTech,SAR,40-49,15,6,9,15,0,0,0,15,0
2021-01-03,Pfizer/BioNTech,SAR,50-59,29,11,18,29,0,0,0,29,0
2021-01-03,Pfizer/BioNTech,SAR,60-69,25,11,14,24,1,0,0,25,0
2021-01-03,Pfizer/BioNTech,SAR,70-79,1,1,0,1,0,0,0,1,0
2021-01-03,Pfizer/BioNTech,SIC,16-19,5,4,1,3,2,0,0,5,0
2021-01-03,Pfizer/BioNTech,SIC,20-29,581,271,310,563,18,0,0,581,0
2021-01-03,Pfizer/BioNTech,SIC,30-39,876,429,447,827,49,0,0,876,0
2021-01-03,Pfizer/BioNTech,SIC,40-49,1057,509,548,946,111,0,0,1057,0
2021-01-03,Pfizer/BioNTech,SIC,50-59,1331,710,621,1225,106,0,0,1331,0
2021-01-03,Pfizer/BioNTech,SIC,60-69,823,513,310,772,51,0,0,823,0
2021-01-03,Pfizer/BioNTech,SIC,70-79,23,20,3,18,5,0,0,23,0
2021-01-03,Pfizer/BioNTech,SIC,90+,1,0,1,0,1,0,0,1,0
2021-01-03,Pfizer/BioNTech,TOS,20-29,352,115,237,347,1,4,0,352,0
2021-01-03,Pfizer/BioNTech,TOS,30-39,630,222,408,624,0,6,0,630,0
2021-01-03,Pfizer/BioNTech,TOS,40-49,617,186,431,592,4,21,0,617,0
2021-01-03,Pfizer/BioNTech,TOS,50-59,767,203,564,714,4,49,0,767,0
2021-01-03,Pfizer/BioNTech,TOS,60-69,338,153,185,273,0,65,0,338,0
2021-01-03,Pfizer/BioNTech,TOS,70-79,122,63,59,9,0,113,0,122,0
2021-01-03,Pfizer/BioNTech,TOS,80-89,261,76,185,1,0,260,0,261,0
2021-01-03,Pfizer/BioNTech,TOS,90+,247,33,214,3,0,244,0,247,0
2021-01-03,Pfizer/BioNTech,UMB,20-29,33,8,25,33,0,0,0,33,0
2021-01-03,Pfizer/BioNTech,UMB,30-39,56,24,32,55,1,0,0,56,0
2021-01-03,Pfizer/BioNTech,UMB,40-49,81,33,48,81,0,0,0,81,0
2021-01-03,Pfizer/BioNTech,UMB,50-59,70,25,45,70,0,0,0,70,0
2021-01-03,Pfizer/BioNTech,UMB,60-69,26,20,6,26,0,0,0,26,0
2021-01-03,Pfizer/BioNTech,UMB,70-79,1,1,0,1,0,0,0,1,0
2021-01-03,Pfizer/BioNTech,VEN,16-19,6,5,1,4,2,0,0,6,0
2021-01-03,Pfizer/BioNTech,VEN,20-29,670,191,479,637,33,0,0,670,0
