data,area,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose,vaccinati_totale,sesso_maschile_totale,sesso_femminile_totale,operatori_sanitari_totale,personale_non_sanitario_totale,ospiti_rsa_totale,over80_totale,prima_dose_totale,seconda_dose_totale
2021-01-02,PUG,2915,1276,1639,2573,321,21,0,2915,0,5103,2318,2785,4440,536,127,0,5103,0
2021-01-03,PUG,1997,938,1059,1555,299,143,0,1997,0,7100,3256,3844,5995,835,270,0,7100,0
2021-01-04,PUG,4499,2015,2484,4178,310,11,0,4499,0,11599,5271,6328,10173,1145,281,0,11599,0
2021-01-05,PUG,5064,2228,2836,4411,554,94,5,5064,0,16663,7499,9164,14584,1699,375,5,16663,0
2021-01-06,PUG,3897,1642,2255,2901,620,376,0,3897,0,20560,9141,11419,17485,2319,751,5,20560,0
2021-01-07,PUG,5682,2436,3246,4940,522,220,0,5682,0,26242,11577,14665,22425,2841,971,5,26242,0
2021-01-08,PUG,5314,2235,3079,4215,809,290,0,5314,0,31556,13812,17744,26640,3650,1261,5,31556,0
2021-01-09,PUG,4718,2171,2547,3973,566,175,4,4718,0,36274,15983,20291,30613,4216,1436,9,36274,0
2021-01-10,PUG,2331,1051,1280,1802,418,111,0,2331,0,38605,17034,21571,32415,4634,1547,9,38605,0
2021-01-11,PUG,3641,1546,2095,2946,557,138,0,3641,0,42246,18580,23666,35361,5191,1685,9,42246,0
2021-01-12,PUG,4048,1705,2343,3309,587,151,1,4048,0,46294,20285,26009,38670,5778,1836,10,46294,0
2021-01-13,PUG,4421,1682,2739,3442,772,207,0,4421,0,50715,21967,28748,42112,6550,2043,10,50715,0
2021-01-14,PUG,3919,1544,2375,2867,561,491,0,3919,0,54634,23511,31123,44979,7111,2534,10,54634,0
2021-01-15,PUG,4225,1753,2472,3359,441,425,0,4225,0,58859,25264,33595,48338,7552,2959,10,58859,0
2021-01-16,PUG,2251,936,1315,1509,337,405,0,2251,0,61110,26200,34910,49847,7889,3364,10,61110,0
2021-01-17,PUG,1280,580,700,760,296,224,0,1280,0,62390,26780,35610,50607,8185,3588,10,62390,0
2021-01-18,PUG,1721,700,1021,1044,233,444,0,1372,349,64111,27480,36631,51651,8418,4032,10,63762,349
2021-01-19,PUG,1076,372,704,452,87,537,0,1072,4,65187,27852,37335,52103,8505,4569,10,64834,353
2020-12-27,SAR,65,34,31,65,0,0,0,65,0,65,34,31,65,0,0,0,65,0
2020-12-28,SAR,65,25,40,65,0,0,0,65,0,130,59,71,130,0,0,0,130,0
2020-12-29,SAR,56,31,25,55,1,0,0,56,0,186,90,96,185,1,0,0,186,0
2020-12-31,SAR,32,16,16,27,5,0,0,32,0,218,106,112,212,6,0,0,218,0
2021-01-01,SAR,30,16,14,30,0,0,0,30,0,248,122,126,242,6,0,0,248,0
2021-01-02,SAR,60,21,39,59,1,0,0,60,0,308,143,165,301,7,0,0,308,0
2021-01-03,SAR,90,36,54,89,1,0,0,90,0,398,179,219,390,8,0,0,398,0
2021-01-04,SAR,586,215,371,560,26,0,0,586,0,984,394,590,950,34,0,0,984,0
2021-01-05,SAR,1321,444,877,1272,49,0,0,1321,0,2305,838,1467,2222,83,0,0,2305,0
2021-01-06,SAR,1593,542,1051,1474,119,0,0,1593,0,3898,1380,2518,3696,202,0,0,3898,0
2021-01-07,SAR,3095,1072,2023,2690,405,0,0,3095,0,6993,2452,4541,6386,607,0,0,6993,0
2021-01-08,SAR,3249,1180,2069,2838,411,0,0,3249,0,10242,3632,6610,9224,1018,0,0,10242,0
2021-01-09,SAR,4016,1414,2602,3157,859,0,0,4016,0,14258,5046,9212,12381,1877,0,0,14258,0
2021-01-10,SAR,2177,747,1430,1682,495,0,0,2177,0,16435,5793,10642,14063,2372,0,0,16435,0
2021-01-11,SAR,1180,504,676,686,494,0,0,1180,0,17615,6297,11318,14749,2866,0,0,17615,0
2021-01-12,SAR,865,408,457,513,352,0,0,865,0,18480,6705,11775,15262,3218,0,0,18480,0
2021-01-13,SAR,572,178,394,435,137,0,0,572,0,19052,6883,12169,15697,3355,0,0,19052,0
2021-01-14,SAR,1101,424,677,875,226,0,0,1101,0,20153,7307,12846,16572,3581,0,0,20153,0
2021-01-15,SAR,1558,570,988,1164,394,0,0,1558,0,21711,7877,13834,17736,3975,0,0,21711,0
2021-01-16,SAR,1489,524,965,1266,223,0,0,1489,0,23200,8401,14799,19002,4198,0,0,23200,0
2021-01-17,SAR,859,277,582,739,120,0,0,859,0,24059,8678,15381,19741,4318,0,0,24059,0
2021-01-18,SAR,900,326,574,713,187,0,0,776,124,24959,9004,15955,20454,4505,0,0,24835,124
2021-01-19,SAR,744,269,475,422,164,158,0,688,56,25703,9273,16430,20876,4669,158,0,25523,180
2020-12-27,SIC,90,55,35,63,2,25,0,90,0,90,55,35,63,2,25,0,90,0
2020-12-28,SIC,214,128,86,212,2,0,0,214,0,304,183,121,275,4,25,0,304,0
2020-12-29,SIC,235,146,89,235,0,0,0,235,0,539,329,210,510,4,25,0,539,0
2020-12-30,SIC,239,142,97,218,21,0,0,239,0,778,471,307,728,25,25,0,778,0
2020-12-31,SIC,895,481,414,844,51,0,0,895,0,1673,952,721,1572,76,25,0,1673,0
2021-01-01,SIC,811,433,378,735,76,0,0,811,0,2484,1385,1099,2307,152,25,0,2484,0
2021-01-02,SIC,4972,2598,2374,4402,570,0,0,4972,0,7456,3983,3473,6709,722,25,0,7456,0
2021-01-03,SIC,4697,2456,2241,4354,343,0,0,4697,0,12153,6439,5714,11063,1065,25,0,12153,0
2021-01-04,SIC,8378,4173,4205,7579,793,6,0,8378,0,20531,10612,9919,18642,1858,31,0,20531,0
2021-01-05,SIC,10597,5188,5409,9240,1148,209,0,10597,0,31128,15800,15328,27882,3006,240,0,31128,0
2021-01-06,SIC,6486,3409,3077,5744,740,2,0,6486,0,37614,19209,18405,33626,3746,242,0,37614,0
2021-01-07,SIC,9210,4254,4956,7780,1218,212,0,9210,0,46824,23463,23361,41406,4964,454,0,46824,0
2021-01-08,SIC,8599,3992,4607,6877,1509,213,0,8599,0,55423,27455,27968,48283,6473,667,0,55423,0
2021-01-09,SIC,7267,3393,3874,5115,1696,456,0,7267,0,62690,30848,31842,53398,8169,1123,0,62690,0
2021-01-10,SIC,3621,1617,2004,2227,929,465,0,3621,0,66311,32465,33846,55625,9098,1588,0,66311,0
2021-01-11,SIC,5840,2572,3268,4039,1419,382,0,5840,0,72151,35037,37114,59664,10517,1970,0,72151,0
2021-01-12,SIC,4435,2213,2222,2868,1372,195,0,4435,0,76586,37250,39336,62532,11889,2165,0,76586,0
2021-01-13,SIC,4975,2397,2578,3090,1473,412,0,4975,0,81561,39647,41914,65622,13362,2577,0,81561,0
2021-01-14,SIC,5038,2454,2584,3035,1814,189,0,5038,0,86599,42101,44498,68657,15176,2766,0,86599,0
2021-01-15,SIC,4400,2009,2391,2634,1478,288,0,4400,0,90999,44110,46889,71291,16654,3054,0,90999,0
2021-01-16,SIC,2641,1140,1501,1343,1098,200,0,2641,0,93640,45250,48390,72634,17752,3254,0,93640,0
2021-01-17,SIC,1076,512,564,530,444,102,0,1027,49,94716,45762,48954,73164,18196,3356,0,94667,49
2020-12-27,TOS,619,267,352,460,146,13,0,619,0,619,267,352,460,146,13,0,619,0
2020-12-30,TOS,302,96,206,34,6,262,0,302,0,921,363,558,494,152,275,0,921,0
2020-12-31,TOS,761,188,573,97,4,660,0,761,0,1682,551,1131,591,156,935,0,1682,0
2021-01-01,TOS,2365,785,1580,1714,2,649,0,2365,0,4047,1336,2711,2305,158,1584,0,4047,0
2021-01-02,TOS,3495,1097,2398,2680,15,800,0,3495,0,7542,2433,5109,4985,173,2384,0,7542,0
2021-01-03,TOS,3334,1051,2283,2563,9,762,0,3334,0,10876,3484,7392,7548,182,3146,0,10876,0
2021-01-04,TOS,5050,1889,3161,4090,32,928,0,5050,0,15926,5373,10553,11638,214,4074,0,15926,0
2021-01-05,TOS,5238,1752,3486,4348,11,879,0,5238,0,21164,7125,14039,15986,225,4953,0,21164,0
2021-01-06,TOS,4513,1459,3054,3980,10,523,0,4513,0,25677,8584,17093,19966,235,5476,0,25677,0
2021-01-07,TOS,5985,1741,4244,5299,30,656,0,5985,0,31662,10325,21337,25265,265,6132,0,31662,0
2021-01-08,TOS,5916,1637,4279,5358,39,519,0,5916,0,37578,11962,25616,30623,304,6651,0,37578,0
2021-01-09,TOS,4480,1594,2886,3778,144,558,0,4480,0,42058,13556,28502,34401,448,7209,0,42058,0
2021-01-10,TOS,2995,1100,1895,2432,138,425,0,2995,0,45053,14656,30397,36833,586,7634,0,45053,0
2021-01-11,TOS,5087,1687,3400,4356,210,521,0,5087,0,50140,16343,33797,41189,796,8155,0,50140,0
2021-01-12,TOS,3580,1396,2184,2943,283,354,0,3580,0,53720,17739,35981,44132,1079,8509,0,53720,0
2021-01-13,TOS,4023,1393,2630,3300,348,375,0,4023,0,57743,19132,38611,47432,1427,8884,0,57743,0
2021-01-14,TOS,3252,1178,2074,2457,475,320,0,3252,0,60995,20310,40685,49889,1902,9204,0,60995,0
2021-01-15,TOS,3874,1346,2528,2757,676,441,0,3874,0,64869,21656,43213,52646,2578,9645,0,64869,0
2021-01-16,TOS,3247,1037,2210,2493,537,217,0,3247,0,68116,22693,45423,55139,3115,9862,0,68116,0
2021-01-17,TOS,2485,836,1649,2003,293,189,0,2485,0,70601,23529,47072,57142,3408,10051,0,70601,0
2021-01-18,TOS,1119,636,483,430,314,375,0,1111,8,71720,24165,47555,57572,3722,10426,0,71712,8
2021-01-19,TOS,1091,528,563,388,219,484,0,1091,0,72811,24693,48118,57960,3941,10910,0,72803,8
2020-12-27,UMB,85,45,40,66,3,16,0,85,0,85,45,40,66,3,16,0,85,0
2020-12-31,UMB,318,125,193,306,12,0,0,318,0,403,170,233,372,15,16,0,403,0
2021-01-01,UMB,269,102,167,268,1,0,0,269,0,672,272,400,640,16,16,0,672,0
2021-01-02,UMB,301,110,191,301,0,0,0,301,0,973,382,591,941,16,16,0,973,0
2021-01-03,UMB,267,111,156,266,1,0,0,267,0,1240,493,747,1207,17,16,0,1240,0
2021-01-04,UMB,806,396,410,805,1,0,0,806,0,2046,889,1157,2012,18,16,0,2046,0
2021-01-05,UMB,846,427,419,840,5,1,0,846,0,2892,1316,1576,2852,23,17,0,2892,0
2021-01-06,UMB,842,323,519,839,3,0,0,842,0,3734,1639,2095,3691,26,17,0,3734,0
2021-01-07,UMB,1267,378,889,879,4,384,0,1267,0,5001,2017,2984,4570,30,401,0,5001,0
2021-01-08,UMB,1185,339,846,926,9,250,0,1185,0,6186,2356,3830,5496,39,651,0,6186,0
2021-01-09,UMB,1687,487,1200,882,13,792,0,1687,0,7873,2843,5030,6378,52,1443,0,7873,0
2021-01-10,UMB,1038,267,771,737,9,292,0,1038,0,8911,3110,5801,7115,61,1735,0,8911,0
2021-01-11,UMB,1255,327,928,875,20,360,0,1255,0,10166,3437,6729,7990,81,2095,0,10166,0
2021-01-12,UMB,768,238,530,664,13,91,0,768,0,10934,3675,7259,8654,94,2186,0,10934,0
2021-01-13,UMB,420,136,284,371,9,40,0,420,0,11354,3811,7543,9025,103,2226,0,11354,0
2021-01-14,UMB,730,196,534,696,33,1,0,730,0,12084,4007,8077,9721,136,2227,0,12084,0
2021-01-15,UMB,624,194,430,577,39,8,0,624,0,12708,4201,8507,10298,175,2235,0,12708,0
2021-01-16,UMB,142,48,94,108,10,24,0,142,0,12850,4249,8601,10406,185,2259,0,12850,0
2021-01-17,UMB,54,17,37,47,7,0,0,54,0,12904,4266,8638,10453,192,2259,0,12904,0
2021-01-18,UMB,495,191,304,307,142,46,0,411,84,13399,4457,8942,10760,334,2305,0,13315,84
2021-01-19,UMB,90,21,69,21,0,69,0,90,0,13489,4478,9011,10781,334,2374,0,13405,84
2020-12-27,VDA,20,9,11,0,20,0,0,20,0,20,9,11,0,20,0,0,20,0
2020-12-31,VDA,18,4,14,0,18,0,0,18,0,38,13,25,0,38,0,0,38,0
2021-01-02,VDA,6,5,1,0,6,0,0,6,0,44,18,26,0,44,0,0,44,0
2021-01-04,VDA,142,59,83,0,142,0,0,142,0,186,77,109,0,186,0,0,186,0
2021-01-05,VDA,150,54,96,0,150,0,0,150,0,336,131,205,0,336,0,0,336,0
2021-01-06,VDA,65,33,32,0,65,0,0,65,0,401,164,237,0,401,0,0,401,0
2021-01-07,VDA,275,111,164,0,275,0,0,275,0,676,275,401,0,676,0,0,676,0
2021-01-08,VDA,298,130,168,0,298,0,0,298,0,974,405,569,0,974,0,0,974,0
2021-01-09,VDA,443,199,244,0,443,0,0,443,0,1417,604,813,0,1417,0,0,1417,0
2021-01-10,VDA,220,71,149,0,220,0,0,220,0,1637,675,962,0,1637,0,0,1637,0
2021-01-11,VDA,325,112,213,0,325,0,0,325,0,1962,787,1175,0,1962,0,0,1962,0
2021-01-12,VDA,300,71,229,0,300,0,0,300,0,2262,858,1404,0,2262,0,0,2262,0
2021-01-13,VDA,282,94,188,0,282,0,0,282,0,2544,952,1592,0,2544,0,0,2544,0
2021-01-14,VDA,237,69,168,0,237,0,0,237,0,2781,1021,1760,0,2781,0,0,2781,0
2021-01-15,VDA,218,82,136,0,218,0,0,218,0,2999,1103,1896,0,2999,0,0,2999,0
2021-01-16,VDA,236,80,156,0,236,0,0,236,0,3235,1183,2052,0,3235,0,0,3235,0
2021-01-17,VDA,131,56,75,0,131,0,0,131,0,3366,1239,2127,0,3366,0,0,3366,0
2021-01-18,VDA,213,74,139,0,213,0,0,213,0,3579,1313,2266,0,3579,0,0,3579,0
2021-01-19,VDA,256,77,179,0,256,0,0,256,0,3835,1390,2445,0,3835,0,0,3835,0
2020-12-27,VEN,880,395,485,878,2,0,0,880,0,880,395,485,878,2,0,0,880,0
2020-12-30,VEN,698,245,453,615,44,39,0,698,0,1578,640,938,1493,46,39,0,1578,0
2020-12-31,VEN,3206,1040,2166,2850,105,251,0,3206,0,4784,1680,3104,4343,151,290,0,4784,0
2021-01-01,VEN,1521,470,1051,1511,10,0,0,1521,0,6305,2150,4155,5854,161,290,0,6305,0
2021-01-02,VEN,5724,1763,3961,4915,268,541,0,5724,0,12029,3913,8116,10769,429,831,0,12029,0
2021-01-03,VEN,5150,1560,3590,4576,325,249,0,5150,0,17179,5473,11706,15345,754,1080,0,17179,0
2021-01-04,VEN,6601,2001,4600,5270,475,856,0,6601,0,23780,7474,16306,20615,1229,1936,0,23780,0
2021-01-05,VEN,7300,2172,5128,5482,698,1120,0,7300,0,31080,9646,21434,26097,1927,3056,0,31080,0
2021-01-06,VEN,8066,2361,5705,6491,782,793,0,8066,0,39146,12007,27139,32588,2709,3849,0,39146,0
2021-01-07,VEN,8317,2305,6012,5537,983,1797,0,8317,0,47463,14312,33151,38125,3692,5646,0,47463,0
2021-01-08,VEN,9336,2806,6530,6138,1399,1799,0,9336,0,56799,17118,39681,44263,5091,7445,0,56799,0
2021-01-09,VEN,7867,2511,5356,5010,1319,1538,0,7867,0,64666,19629,45037,49273,6410,8983,0,64666,0
2021-01-10,VEN,5007,1659,3348,3388,1242,377,0,5007,0,69673,21288,48385,52661,7652,9360,0,69673,0
2021-01-11,VEN,6892,2005,4887,3564,1536,1792,0,6892,0,76565,23293,53272,56225,9188,11152,0,76565,0
2021-01-12,VEN,5191,1510,3681,2315,1149,1727,0,5191,0,81756,24803,56953,58540,10337,12879,0,81756,0
2021-01-13,VEN,5747,1560,4187,2826,1222,1699,0,5747,0,87503,26363,61140,61366,11559,14578,0,87503,0
2021-01-14,VEN,6796,1839,4957,3047,1476,2273,0,6796,0,94299,28202,66097,64413,13035,16851,0,94299,0
2021-01-15,VEN,5436,1713,3723,2686,1443,1307,0,5436,0,99735,29915,69820,67099,14478,18158,0,99735,0
2021-01-16,VEN,4454,1505,2949,2597,1217,640,0,4454,0,104189,31420,72769,69696,15695,18798,0,104189,0
2021-01-17,VEN,1867,757,1110,1166,581,120,0,1517,350,106056,32177,73879,70862,16276,18918,0,105706,350
2021-01-18,VEN,2426,688,1738,1012,595,819,0,2224,202,108482,32865,75617,71874,16871,19737,0,107930,552
2021-01-19,VEN,1108,428,680,783,197,128,0,959,149,109590,33293,76297,72657,17068,19865,0,108889,701
